TransFactor	Target
ARNT	RPL13
ARNT	RPL19
ARNT	RPL22L1
ARNT	RPL39
ARNT	RPL8
ARNT	RPS15
ARNT	RPS23
ARNT	RPS24
ARNT	RPUSD1
ARNT	RRAGC
ARNT	RRP1
ARNT	RRP7A
ARNT	RSBN1L
ARNT	RSPRY1
ARNT	RYBP
ARNT	SAC3D1
ARNT	SASH1
ARNT	SCAND1
ARNT	SCO2
ARNT	SEC23IP
ARNT	SEC24A
ARNT	SERF2
ARNT	SETD7
ARNT	SFMBT2
ARNT	SFXN4
ARNT	SGPL1
ARNT	SGTA
ARNT	SHE
ARNT	SIRT1
ARNT	SIRT3
ARNT	SLC16A7
ARNT	SLC18A2
ARNT	SLC1A7
ARNT	SLC25A22
ARNT	SLC25A26
ARNT	SLC33A1
ARNT	SLC39A10
ARNT	SMAD9
ARNT	SMC3
ARNT	SMG1
ARNT	SMIM4
ARNT	SNRK
ARNT	SNRNP70
ARNT	SNRPA
ARNT	SNX30
ARNT	SOCS5
ARNT	SPIN1
ARNT	STK4
ARNT	STX4
ARNT	SUB1
ARNT	SUN2
ARNT	SYNJ2
ARNT	SYNRG
ARNT	TAF1
ARNT	TAF1D
ARNT	TAF9
ARNT	TALDO1
ARNT	TAZ
ARNT	TEN1
ARNT	TET2
ARNT	TEX264
ARNT	THOC2
ARNT	TIMM17B
ARNT	TIMM22
ARNT	TIMM8A
ARNT	TIMM8B
ARNT	TMA7
ARNT	TMEM108
ARNT	TMEM147
ARNT	TMEM185B
ARNT	TMEM222
ARNT	TMEM258
ARNT	TMEM30A
ARNT	TMF1
ARNT	TNKS2
ARNT	TOMM6
ARNT	TP53AIP1
ARNT	TP53BP2
ARNT	TRAPPC2L
ARNT	TRAPPC5
ARNT	TRPM7
ARNT	TRUB2
ARNT	TSR3
ARNT	TTC3
ARNT	TUFM
ARNT	TULP4
ARNT	TXNDC5
ARNT	UBAC1
ARNT	UBE2S
ARNT	UBE4B
ARNT	UBN1
ARNT	UCKL1
ARNT	UNC79
