TransFactor	Target
ARID3A	ACOX1
ARID3A	AFTPH
ARID3A	AIG1
ARID3A	AMPD3
ARID3A	ANGPTL6
ARID3A	APOM
ARID3A	ARMT1
ARID3A	ASNSD1
ARID3A	BLOC1S5
ARID3A	BPHL
ARID3A	CABLES1
ARID3A	CD164
ARID3A	CELSR3
ARID3A	CLEC16A
ARID3A	CLIC4
ARID3A	CNKSR3
ARID3A	CNOT3
ARID3A	CRADD
ARID3A	CRYZ
ARID3A	CTDP1
ARID3A	DDX1
ARID3A	DDX58
ARID3A	ECI2
ARID3A	EHHADH
ARID3A	ELL
ARID3A	EML2
ARID3A	ESD
ARID3A	ETV6
ARID3A	F11
ARID3A	FAM35A
ARID3A	FARS2
ARID3A	FBF1
ARID3A	FGGY
ARID3A	FRAS1
ARID3A	FUNDC2
ARID3A	FZD2
ARID3A	FZD4
ARID3A	FZD5
ARID3A	G6PC
ARID3A	GJB1
ARID3A	GLUD1
ARID3A	GLYATL1
ARID3A	GYS1
ARID3A	HNMT
ARID3A	HNRNPK
ARID3A	HSD17B11
ARID3A	IMPA2
ARID3A	KDM4B
ARID3A	LENG9
ARID3A	LMBRD1
ARID3A	LONP1
ARID3A	LRCH4
ARID3A	MAP7
ARID3A	METTL9
ARID3A	MMADHC
ARID3A	MNT
ARID3A	MRPL50
ARID3A	MTO1
ARID3A	MYO9B
ARID3A	NBR1
ARID3A	NFKBIZ
ARID3A	NOSTRIN
ARID3A	NUP35
ARID3A	ORC4
ARID3A	PAIP2
ARID3A	PANK1
ARID3A	PDGFD
ARID3A	PHYHIPL
ARID3A	PLS1
ARID3A	PPAP2B
ARID3A	PPP6R1
ARID3A	PTPRH
ARID3A	PVRL3
ARID3A	QPCTL
ARID3A	RALB
ARID3A	RAP2B
ARID3A	RAVER1
ARID3A	RDH14
ARID3A	RGL1
ARID3A	RNF5
ARID3A	SEC14L5
ARID3A	SEMA4B
ARID3A	SERINC1
ARID3A	SLC25A44
ARID3A	SLC44A1
ARID3A	SLC4A8
ARID3A	SLC7A6
ARID3A	SMG9
ARID3A	SUV420H2
ARID3A	TCF3
ARID3A	TDRD7
ARID3A	TMEM135
ARID3A	TMEM259
ARID3A	TUBB3
ARID3A	UGT2A3
ARID3A	YES1
ARID3A	ZNF189
ARID3A	ZNF74
ARID3A	ZNRF1
ARID5B	ABCA8
ARID5B	ABI3BP
ARID5B	ABLIM1
ARID5B	ACOT8
ARID5B	AHSA1
ARID5B	AIMP2
ARID5B	AKAP8L
ARID5B	ANAPC5
ARID5B	ANKRD40
ARID5B	AP2S1
ARID5B	APLF
ARID5B	ARHGAP19
ARID5B	ARHGEF7
ARID5B	ARPC1B
ARID5B	ARRB1
ARID5B	ASAP1
ARID5B	ATP10D
ARID5B	B3GALT1
ARID5B	BBX
ARID5B	BCL10
ARID5B	C6orf89
ARID5B	CCDC124
ARID5B	CD36
ARID5B	CDK4
ARID5B	CHURC1
ARID5B	CNPY3
ARID5B	CSGALNACT2
ARID5B	CXorf57
ARID5B	DAAM2
ARID5B	DCAKD
ARID5B	DCTN1
ARID5B	DDX46
ARID5B	DHX15
ARID5B	DIABLO
ARID5B	DNAJB4
ARID5B	DOCK9
ARID5B	ECM2
ARID5B	EHBP1
ARID5B	EXD2
ARID5B	EXOC5
ARID5B	EXOC6
ARID5B	FAM175A
ARID5B	FAM188A
ARID5B	FANCM
ARID5B	FBXO30
ARID5B	FBXO48
ARID5B	FEZ2
ARID5B	FNDC3A
ARID5B	FOXN3
ARID5B	FRS2
ARID5B	FTL
ARID5B	GABRB3
ARID5B	GCHFR
ARID5B	GHR
ARID5B	GJA1
ARID5B	GOPC
ARID5B	GPATCH2L
ARID5B	GPD2
ARID5B	GPR176
ARID5B	GPR21
ARID5B	HEATR5A
ARID5B	HGF
ARID5B	HN1
ARID5B	HSD17B10
ARID5B	INO80E
ARID5B	IPO5
ARID5B	ISOC2
ARID5B	ITSN2
ARID5B	KANSL2
ARID5B	KCNE4
ARID5B	KCNN3
ARID5B	LBHD1
ARID5B	LEMD3
ARID5B	LIMS1
ARID5B	LSM2
ARID5B	LSM4
ARID5B	MAD2L2
ARID5B	MANSC1
ARID5B	MAP3K4
ARID5B	MAPK8
ARID5B	MARCH7
ARID5B	MARS
ARID5B	MEF2D
ARID5B	MGAT4A
ARID5B	MIPOL1
ARID5B	MPDU1
ARID5B	MPP5
ARID5B	MRPS21
ARID5B	MRPS33
ARID5B	MSL2
ARID5B	MTG2
ARID5B	MYCT1
ARID5B	MYOM1
