TransFactor	Target
ATF2	CDYL
ATF2	CENPC
ATF2	CENPL
ATF2	CENPO
ATF2	CENPP
ATF2	CENPT
ATF2	CEP120
ATF2	CEP170
ATF2	CEP350
ATF2	CEP68
ATF2	CEP76
ATF2	CEP85L
ATF2	CEP97
ATF2	CERS6
ATF2	CFAP97
ATF2	CHAMP1
ATF2	CHCHD10
ATF2	CHCHD5
ATF2	CHD8
ATF2	CHD9
ATF2	CHM
ATF2	CHMP2A
ATF2	CHMP3
ATF2	CHMP4A
ATF2	CHUK
ATF2	CIB1
ATF2	CIPC
ATF2	CIRBP
ATF2	CISD3
ATF2	CKAP2
ATF2	CLASP2
ATF2	CLCN3
ATF2	CLIP1
ATF2	CLOCK
ATF2	CLPX
ATF2	CLSPN
ATF2	CLTA
ATF2	CLTB
ATF2	CLTC
ATF2	CLVS1
ATF2	CMTM1
ATF2	CNOT1
ATF2	CNPY2
ATF2	CNPY3
ATF2	CNST
ATF2	COA3
ATF2	COA4
ATF2	COG5
ATF2	COL4A3BP
ATF2	COMMD3
ATF2	COMMD4
ATF2	COMMD5
ATF2	COMMD6
ATF2	COMMD9
ATF2	COMTD1
ATF2	COPA
ATF2	COPB1
ATF2	COPB2
ATF2	COPE
ATF2	COPS6
ATF2	COQ4
ATF2	COX16
ATF2	COX17
ATF2	COX4I1
ATF2	COX5B
ATF2	COX6A1
ATF2	COX6C
ATF2	COX7A2
ATF2	CPD
ATF2	CPNE3
ATF2	CPSF2
ATF2	CREB1
ATF2	CREBRF
ATF2	CRIM1
ATF2	CRK
ATF2	CSDE1
ATF2	CSNK1G1
ATF2	CSNK2A1
ATF2	CSNK2B
ATF2	CSTF2
ATF2	CSTF2T
ATF2	CTBP1
ATF2	CTCF
ATF2	CTDNEP1
ATF2	CTDSPL2
ATF2	CTNNB1
ATF2	CTNND1
ATF2	CTR9
ATF2	CTU1
ATF2	CUEDC2
ATF2	CUL2
ATF2	CUL4A
ATF2	CUL4B
ATF2	CUL5
ATF2	CUTA
ATF2	CXXC1
ATF2	CXXC5
ATF2	CXorf38
ATF2	CXorf56
ATF2	CYBA
ATF2	CYSRT1
ATF2	DAAM1
ATF2	DAZAP1
ATF2	DCAF10
ATF2	DCAF12
ATF2	DCAF17
ATF2	DCDC1
ATF2	DCK
ATF2	DCLRE1A
ATF2	DDAH2
ATF2	DDB1
ATF2	DDR2
ATF2	DDX18
ATF2	DDX21
ATF2	DDX39A
ATF2	DDX3X
ATF2	DDX46
ATF2	DDX49
ATF2	DDX56
ATF2	DDX60
ATF2	DEK
ATF2	DENND1B
ATF2	DENND4A
ATF2	DENND4C
ATF2	DENND5A
ATF2	DENND5B
ATF2	DERL2
ATF2	DGCR14
ATF2	DGCR6
ATF2	DGCR6L
ATF2	DGKH
ATF2	DGUOK
ATF2	DHPS
ATF2	DHX15
ATF2	DHX29
ATF2	DHX33
ATF2	DHX36
ATF2	DHX8
ATF2	DHX9
ATF2	DIEXF
ATF2	DIP2B
ATF2	DIS3
ATF2	DMAP1
ATF2	DMXL1
ATF2	DNAJB14
ATF2	DNAJC10
ATF2	DNAJC17
ATF2	DNAJC3
ATF2	DNAJC4
ATF2	DNLZ
ATF2	DNMT1
ATF2	DNTTIP1
ATF2	DOCK5
ATF2	DOCK7
ATF2	DOHH
ATF2	DPCD
ATF2	DPH7
ATF2	DPM2
ATF2	DPM3
ATF2	DPP8
ATF2	DPY19L3
ATF2	DPY19L4
ATF2	DR1
ATF2	DRAP1
ATF2	DRD4
ATF2	DRG2
ATF2	DROSHA
ATF2	DSTYK
ATF2	DTWD2
ATF2	DTYMK
ATF2	DUS1L
ATF2	DUSP16
ATF2	DUSP23
ATF2	DXO
ATF2	DYM
ATF2	DYNC1I2
ATF2	DYNLL2
ATF2	DYNLRB1
ATF2	DYNLT1
ATF2	E4F1
ATF2	EAF1
ATF2	EBP
ATF2	ECD
ATF2	ECHDC2
ATF2	ECI1
ATF2	ECT2
ATF2	EDEM1
ATF2	EDEM3
ATF2	EDF1
ATF2	EDIL3
ATF2	EEA1
ATF2	EEF1D
ATF2	EFCAB14
ATF2	EFR3A
ATF2	EGLN2
ATF2	EHBP1
ATF2	EIF2AK2
ATF2	EIF2AK3
ATF2	EIF2B4
ATF2	EIF3A
ATF2	EIF4EBP3
ATF2	EIF4G2
ATF2	EIF4G3
ATF2	EIF5A
ATF2	ELF1
ATF2	ELK3
ATF2	ELK4
ATF2	ELMOD2
ATF2	ELOF1
ATF2	ELP6
ATF2	EMC1
ATF2	EMC6
ATF2	EMC9
ATF2	EMG1
ATF2	ENDOG
ATF2	ENTPD4
ATF2	EP300
ATF2	EPC1
ATF2	EPG5
ATF2	EPRS
ATF2	EPT1
ATF2	ERAP1
ATF2	ERBB2IP
ATF2	ERCC4
ATF2	ERCC6
ATF2	ERCC6L2
ATF2	ERLIN2
ATF2	ERN1
ATF2	ERO1L
ATF2	ETV2
ATF2	ETV3
ATF2	EVA1B
ATF2	EXD3
ATF2	EXOC2
ATF2	EXOC5
ATF2	EXOC6B
ATF2	EXOC8
ATF2	EXOSC1
ATF2	EXOSC4
ATF2	EYA3
ATF2	FAAH
ATF2	FAM104B
ATF2	FAM110A
ATF2	FAM114A2
ATF2	FAM120B
ATF2	FAM122A
ATF2	FAM134C
ATF2	FAM161B
ATF2	FAM168A
ATF2	FAM168B
ATF2	FAM172A
ATF2	FAM173A
ATF2	FAM175A
ATF2	FAM175B
ATF2	FAM179B
ATF2	FAM195B
ATF2	FAM208B
ATF2	FAM20B
ATF2	FAM228B
ATF2	FAM32A
ATF2	FAM50A
ATF2	FAM63B
ATF2	FAM73A
ATF2	FAM91A1
ATF2	FAM96B
ATF2	FAM98B
ATF2	FASTK
ATF2	FAU
ATF2	FBXL15
ATF2	FBXL20
ATF2	FBXO21
ATF2	FBXO28
ATF2	FBXO38
ATF2	FBXO48
ATF2	FBXW11
ATF2	FBXW2
ATF2	FBXW4
ATF2	FCF1
ATF2	FDX1L
ATF2	FEM1B
ATF2	FER
ATF2	FIS1
ATF2	FITM2
ATF2	FIZ1
ATF2	FKBP14
ATF2	FKBP2
ATF2	FKBP3
ATF2	FKBP8
ATF2	FKBPL
ATF2	FKTN
ATF2	FLOT1
ATF2	FLT3LG
ATF2	FLVCR1
ATF2	FLYWCH2
ATF2	FNDC3A
ATF2	FNDC3B
ATF2	FNIP1
ATF2	FRRS1
ATF2	FRS2
ATF2	FRYL
ATF2	FUBP1
ATF2	FUBP3
ATF2	FUT10
ATF2	FUT11
ATF2	FUZ
ATF2	FYCO1
ATF2	FYTTD1
ATF2	G3BP1
ATF2	G3BP2
ATF2	GABARAP
ATF2	GABPA
ATF2	GADD45GIP1
ATF2	GALNT10
ATF2	GAN
ATF2	GANAB
ATF2	GAPVD1
ATF2	GAR1
ATF2	GART
ATF2	GATC
ATF2	GBF1
ATF2	GCC2
ATF2	GDPD1
ATF2	GEMIN5
ATF2	GEMIN6
ATF2	GEMIN7
ATF2	GET4
ATF2	GFER
ATF2	GGA1
ATF2	GINM1
ATF2	GIPC1
ATF2	GLS
ATF2	GLTSCR2
ATF2	GLYR1
ATF2	GMCL1
ATF2	GNA13
ATF2	GOLGA4
ATF2	GOLGA5
ATF2	GOLIM4
ATF2	GON4L
ATF2	GOPC
ATF2	GOSR1
ATF2	GPALPP1
ATF2	GPATCH11
ATF2	GPATCH2L
ATF2	GPATCH8
ATF2	GPD2
ATF2	GPR107
ATF2	GPR176
ATF2	GPR180
ATF2	GPRASP2
ATF2	GPS2
ATF2	GPX1
ATF2	GPX4
ATF2	GSK3B
ATF2	GSPT1
ATF2	GSTCD
ATF2	GTF2A1
ATF2	GTF2H3
ATF2	GTF2I
ATF2	GTF3A
ATF2	GTF3C3
ATF2	GTF3C4
ATF2	GTF3C5
ATF2	GTF3C6
ATF2	GUK1
ATF2	H1FX
ATF2	H2AFJ
ATF2	H3F3A
ATF2	HACD2
ATF2	HBS1L
ATF2	HCFC1R1
ATF2	HCFC2
ATF2	HDHD3
ATF2	HDX
ATF2	HEATR1
ATF2	HEATR5A
ATF2	HEATR5B
ATF2	HEBP2
ATF2	HECTD1
ATF2	HELB
ATF2	HERC1
ATF2	HERC3
ATF2	HEXDC
ATF2	HEXIM2
ATF2	HIAT1
ATF2	HIGD2A
ATF2	HINT2
ATF2	HIP1
ATF2	HIPK1
ATF2	HIPK3
ATF2	HIST2H2AC
ATF2	HIVEP1
ATF2	HIVEP2
ATF2	HLTF
ATF2	HMBOX1
ATF2	HMBS
ATF2	HMG20A
ATF2	HMGCR
ATF2	HMGN3
ATF2	HMGXB4
ATF2	HNRNPLL
ATF2	HNRNPR
ATF2	HOMER1
ATF2	HPS3
ATF2	HPS5
ATF2	HRAS
ATF2	HSBP1L1
ATF2	HSCB
ATF2	HSD11B1L
ATF2	HSPA13
ATF2	HSPA4
ATF2	HSPA4L
ATF2	HSPA8
ATF2	HSPB1
ATF2	HSPBAP1
ATF2	HSPBP1
ATF2	HTRA2
ATF2	HUWE1
