TransFactor	Target
ATF2	KLHDC10
ATF2	KLHDC4
ATF2	KLHL11
ATF2	KLHL20
ATF2	KLHL23
ATF2	KLHL28
ATF2	KLHL8
ATF2	KMT2A
ATF2	KMT2C
ATF2	KMT2E
ATF2	KPNB1
ATF2	KRIT1
ATF2	KRR1
ATF2	KRTCAP2
ATF2	LAGE3
ATF2	LAMTOR1
ATF2	LAMTOR2
ATF2	LAMTOR4
ATF2	LATS1
ATF2	LATS2
ATF2	LBHD1
ATF2	LCOR
ATF2	LEMD3
ATF2	LENG1
ATF2	LENG9
ATF2	LEPROT
ATF2	LIG4
ATF2	LIMS1
ATF2	LIN37
ATF2	LIN52
ATF2	LIN54
ATF2	LMAN2
ATF2	LMBR1
ATF2	LMBRD2
ATF2	LMNA
ATF2	LMTK2
ATF2	LNPEP
ATF2	LRBA
ATF2	LRCH1
ATF2	LRCH3
ATF2	LRIG2
ATF2	LRRC40
ATF2	LRRC58
ATF2	LSM10
ATF2	LSM3
ATF2	LSM7
ATF2	LTN1
ATF2	LUC7L2
ATF2	LUZP6
ATF2	LYSMD3
ATF2	LYSMD4
ATF2	MAF1
ATF2	MAGI1
ATF2	MAML1
ATF2	MAML2
ATF2	MAN1A1
ATF2	MAN1A2
ATF2	MAP2K2
ATF2	MAP3K13
ATF2	MAP3K7
ATF2	MAP4K5
ATF2	MAPK1
ATF2	MAPK6
ATF2	MAPK8
ATF2	MARCH6
ATF2	MARCH7
ATF2	MARS2
ATF2	MATR3
ATF2	MBD3
ATF2	MBD5
ATF2	MBLAC1
ATF2	MBTD1
ATF2	MCAT
ATF2	MCM9
ATF2	MDN1
ATF2	MED1
ATF2	MED11
ATF2	MED13
ATF2	MED14
ATF2	MED23
ATF2	MEF2A
ATF2	METTL14
ATF2	MFAP3
ATF2	MFN1
ATF2	MGA
ATF2	MGAT5
ATF2	MIEN1
ATF2	MIER1
ATF2	MIS18BP1
ATF2	MLLT10
ATF2	MOB1A
ATF2	MON2
ATF2	MORC3
ATF2	MPDU1
ATF2	MPHOSPH9
ATF2	MPZL3
ATF2	MRE11A
ATF2	MRPL11
ATF2	MRPL12
ATF2	MRPL14
ATF2	MRPL17
ATF2	MRPL2
ATF2	MRPL20
ATF2	MRPL21
ATF2	MRPL22
ATF2	MRPL24
ATF2	MRPL27
ATF2	MRPL28
ATF2	MRPL36
ATF2	MRPL38
ATF2	MRPL4
ATF2	MRPL40
ATF2	MRPL43
ATF2	MRPL47
ATF2	MRPL51
ATF2	MRPL52
ATF2	MRPL53
