TransFactor	Target
ARID3A	PHF19
ARID3A	PHF8
ARID3A	PLAGL2
ARID3A	PLEKHG2
ARID3A	PNMT
ARID3A	POLG
ARID3A	POR
ARID3A	PRAME
ARID3A	PRMT3
ARID3A	PRPSAP1
ARID3A	PRRC2C
ARID3A	PTCRA
ARID3A	RAB8A
ARID3A	RAP2B
ARID3A	REXO1
ARID3A	RMND5B
ARID3A	RNF19A
ARID3A	RPL22
ARID3A	RSAD1
ARID3A	RTN3
ARID3A	RTTN
ARID3A	SAMSN1
ARID3A	SEC22C
ARID3A	SEMA4B
ARID3A	SEPHS2
ARID3A	SEPT1
ARID3A	SETD5
ARID3A	SIN3B
ARID3A	SIRT5
ARID3A	SLC20A1
ARID3A	SMC6
ARID3A	SMIM7
ARID3A	SPAG7
ARID3A	STAG3
ARID3A	STIL
ARID3A	STK17A
ARID3A	STRAP
ARID3A	SUCLG1
ARID3A	SUFU
ARID3A	SUPV3L1
ARID3A	SYS1
ARID3A	TCF3
ARID3A	TCFL5
ARID3A	TCTA
ARID3A	TLE3
ARID3A	TMEM140
ARID3A	TMEM156
ARID3A	TMEM186
ARID3A	TMEM205
ARID3A	TMEM230
ARID3A	TMX2
ARID3A	TNFAIP3
ARID3A	TNRC18
ARID3A	TOP1
ARID3A	TOR4A
ARID3A	TRAPPC6B
ARID3A	TRUB2
ARID3A	TSFM
ARID3A	TSG101
ARID3A	TTC31
ARID3A	TTLL4
ARID3A	TUBB3
ARID3A	TUFM
ARID3A	UBASH3A
ARID3A	UCHL3
ARID3A	UQCRC2
ARID3A	UQCRH
ARID3A	UROD
ARID3A	USP6NL
ARID3A	VPS4A
ARID3A	WBSCR16
ARID3A	WDR62
ARID3A	YPEL1
ARID3A	ZC2HC1C
ARID3A	ZC3H12D
ARID3A	ZCCHC2
ARID3A	ZCCHC6
ARID3A	ZDHHC4
ARID3A	ZFAND6
ARID3A	ZFP36L1
ARID3A	ZNF101
ARID3A	ZNF646
ARID3A	ZSWIM4
ARID3A	ZWILCH
ARID5B	ABHD1
ARID5B	ABI1
ARID5B	ACADS
ARID5B	ACBD4
ARID5B	ACOT8
ARID5B	ACVR1
ARID5B	ACVR1C
ARID5B	ADGRF2
ARID5B	AIMP2
ARID5B	ANO6
ARID5B	APITD1
ARID5B	APLF
ARID5B	APOBR
ARID5B	ARHGAP1
ARID5B	ARHGAP15
ARID5B	ARHGDIB
ARID5B	ARHGEF18
ARID5B	ARNT2
ARID5B	ASAP1
ARID5B	ATM
ARID5B	ATP10D
ARID5B	ATP5B
ARID5B	ATP6V1H
ARID5B	BCL10
ARID5B	BEX5
ARID5B	BIRC2
ARID5B	BIRC3
ARID5B	C10orf128
ARID5B	C6
ARID5B	CCDC109B
ARID5B	CCDC68
ARID5B	CD101
ARID5B	CD53
ARID5B	CD69
ARID5B	CDR2L
ARID5B	CFH
ARID5B	CFLAR
ARID5B	CFTR
ARID5B	CHD1
ARID5B	CHST11
ARID5B	CLDN10
ARID5B	CLDN16
ARID5B	CLDND1
ARID5B	CLEC10A
ARID5B	CLEC4A
ARID5B	CLEC4D
ARID5B	CLEC7A
ARID5B	CMKLR1
ARID5B	CNTF
ARID5B	CNTN1
ARID5B	COA5
ARID5B	COQ5
ARID5B	CSF3R
ARID5B	CSGALNACT2
ARID5B	CXCL8
ARID5B	DCAKD
ARID5B	DGKA
ARID5B	DIABLO
ARID5B	DMD
ARID5B	DOCK9
ARID5B	EBNA1BP2
ARID5B	ECM2
ARID5B	EIF2B2
ARID5B	ENTPD7
ARID5B	ESCO2
ARID5B	ESYT2
ARID5B	EXOC6
ARID5B	FAM107B
ARID5B	FAM109B
ARID5B	FAM83A
ARID5B	FANCM
ARID5B	FEZ2
ARID5B	FGR
ARID5B	FOXN3
ARID5B	GCSAM
ARID5B	GJA1
ARID5B	GOLGA3
ARID5B	GPATCH2L
ARID5B	GPC5
ARID5B	GPD2
ARID5B	GPHN
ARID5B	GPR65
ARID5B	GRK6
ARID5B	GTSE1
ARID5B	HGF
ARID5B	HLA-DQB2
ARID5B	HPSE
ARID5B	HRH1
ARID5B	HSD17B10
ARID5B	IBSP
ARID5B	IL10RA
ARID5B	IL11RA
ARID5B	IL16
ARID5B	IL2RG
ARID5B	IL31RA
ARID5B	IMPDH1
ARID5B	INO80E
ARID5B	INPP4A
ARID5B	ITGB6
ARID5B	KBTBD8
ARID5B	KIAA1211
ARID5B	KIAA1456
ARID5B	KIAA1524
ARID5B	KIF14
ARID5B	KIF18A
ARID5B	KIF20A
ARID5B	KLHL3
ARID5B	KLK6
ARID5B	LAMP5
ARID5B	LGALS8
ARID5B	LHPP
ARID5B	LIAS
ARID5B	LIMS1
ARID5B	LMAN2L
ARID5B	LMCD1
ARID5B	LMO7
ARID5B	LSM4
ARID5B	LUM
ARID5B	LYST
ARID5B	MAP4
ARID5B	MDH1
ARID5B	METTL15
ARID5B	MFAP5
ARID5B	MGAT4A
ARID5B	MMP10
ARID5B	MOK
ARID5B	MPDU1
ARID5B	MRPS21
ARID5B	MRPS33
ARID5B	MYH11
ARID5B	NAA15
ARID5B	NDUFA6
ARID5B	NDUFB6
ARID5B	NDUFB7
ARID5B	NDUFC1
ARID5B	NDUFC2
ARID5B	NDUFS4
ARID5B	NFKBIZ
ARID5B	NHSL1
ARID5B	NSMCE1
ARID5B	NUFIP2
ARID5B	NUP93
ARID5B	OSR2
ARID5B	PADI1
ARID5B	PAK6
ARID5B	PFDN5
ARID5B	PKD1L2
ARID5B	PLA1A
ARID5B	PLSCR1
ARID5B	POSTN
ARID5B	PPFIA2
ARID5B	PRR5L
ARID5B	PRSS23
ARID5B	PTH2R
ARID5B	RAB27B
ARID5B	RABGAP1L
ARID5B	RAD23A
ARID5B	RAPGEF1
ARID5B	RECQL
ARID5B	RGL1
ARID5B	RGS4
ARID5B	RHOU
ARID5B	RIPK2
ARID5B	RNASEK
ARID5B	S100A8
ARID5B	SAMSN1
