sample	StromalScore	ImmuneScore	ESTIMATEScore
TCGA-UY-A78P-01	-365.6167818	1054.136099	688.5193171
TCGA-UY-A8OB-01	-1844.199779	-295.2592249	-2139.459004
TCGA-UY-A8OC-01	-204.0106571	-564.0586535	-768.0693107
TCGA-UY-A8OD-01	51.82966965	-100.8786424	-49.04897272
TCGA-UY-A9PA-01	-2063.289549	-171.6759941	-2234.965543
TCGA-UY-A9PB-01	126.2766622	929.8996509	1056.176313
TCGA-UY-A9PD-01	-793.7742998	-939.7566635	-1733.530963
TCGA-UY-A9PE-01	-1036.827991	-1136.948917	-2173.776907
TCGA-UY-A9PF-01	-1043.956118	-501.4495145	-1545.405633
TCGA-UY-A9PH-01	-273.1482262	1014.315177	741.1669509
TCGA-XF-A8HB-01	-2445.705147	-1177.370122	-3623.075269
TCGA-XF-A8HC-01	-2406.505995	-1727.025218	-4133.531212
TCGA-XF-A8HD-01	-780.1558393	394.9323359	-385.2235034
TCGA-XF-A8HE-01	-819.6147631	293.1967945	-526.4179686
TCGA-XF-A8HF-01	-774.9743504	-507.518018	-1282.492368
TCGA-XF-A8HG-01	-2154.234692	-1258.347801	-3412.582492
TCGA-XF-A8HH-01	-276.6056865	-652.4172325	-929.0229191
TCGA-XF-A8HI-01	-1992.054138	-828.652342	-2820.70648
TCGA-XF-A9SH-01	-1443.707589	-766.3958603	-2210.103449
TCGA-XF-A9SI-01	233.2419457	1909.475853	2142.717798
TCGA-XF-A9SJ-01	-225.1374512	364.8764679	139.7390168
TCGA-XF-A9SK-01	227.9457768	271.6577564	499.6035331
TCGA-XF-A9SL-01	690.9095085	1030.275439	1721.184948
TCGA-XF-A9SM-01	103.898979	1539.376327	1643.275306
TCGA-XF-A9SP-01	471.0708857	-225.7519559	245.3189297
TCGA-XF-A9ST-01	-1895.674405	-1574.930363	-3470.604768
TCGA-XF-A9SU-01	-103.8039055	-132.6094796	-236.4133851
TCGA-XF-A9SV-01	-269.2121356	-1015.992763	-1285.204899
TCGA-XF-A9SW-01	1067.648693	181.1095456	1248.758238
TCGA-XF-A9SX-01	465.1549204	832.4994216	1297.654342
TCGA-XF-A9SY-01	33.2461926	1105.216896	1138.463089
TCGA-XF-A9SZ-01	117.5513697	-47.13841548	70.41295426
TCGA-XF-A9T0-01	-760.9949582	-367.4434367	-1128.438395
TCGA-XF-A9T2-01	-491.7650251	-1019.406166	-1511.171192
TCGA-XF-A9T3-01	23.74430259	-56.38358721	-32.63928462
TCGA-XF-A9T4-01	-1213.651201	-185.517273	-1399.168474
TCGA-XF-A9T5-01	-468.3559312	1155.75808	687.4021491
TCGA-XF-A9T6-01	-1717.985358	-647.1065122	-2365.09187
TCGA-XF-A9T8-01	-127.1384852	1042.676578	915.5380932
TCGA-XF-AAME-01	1143.88393	1425.839003	2569.722933
TCGA-XF-AAMG-01	-710.2349788	-986.2072863	-1696.442265
TCGA-XF-AAMH-01	-1355.535517	-1454.231488	-2809.767005
TCGA-XF-AAMJ-01	610.8828224	-410.5575444	200.325278
TCGA-XF-AAML-01	-2535.095072	-648.9268839	-3184.021956
TCGA-XF-AAMQ-01	-1212.670501	95.56646976	-1117.104031
TCGA-XF-AAMR-01	40.70590092	-329.401411	-288.6955101
TCGA-XF-AAMT-01	353.9389929	53.36341983	407.3024127
TCGA-XF-AAMW-01	-899.1902367	-14.19421269	-913.3844494
TCGA-XF-AAMX-01	-836.8150292	-1134.968182	-1971.783211
TCGA-XF-AAMY-01	-245.7161544	-715.7885832	-961.5047376
TCGA-XF-AAMZ-01	-1553.878789	-714.4697206	-2268.34851
TCGA-XF-AAN0-01	-921.4019449	-69.68671172	-991.0886566
TCGA-XF-AAN1-01	-1919.371672	-951.9592683	-2871.33094
TCGA-XF-AAN2-01	-1385.543423	28.78077747	-1356.762646
TCGA-XF-AAN3-01	-265.9232913	-152.1224946	-418.0457859
TCGA-XF-AAN4-01	1180.599644	1030.56734	2211.166984
TCGA-XF-AAN5-01	-1165.12342	438.3300833	-726.7933367
TCGA-XF-AAN7-01	-566.0583591	-899.2101655	-1465.268525
TCGA-XF-AAN8-01	1772.730267	1274.995883	3047.72615
TCGA-YC-A89H-01	-1107.47355	-679.7317097	-1787.205259
TCGA-YC-A8S6-01	162.2181505	264.0479807	426.2661313
TCGA-YC-A9TC-01	-1418.975988	-1123.58468	-2542.560668
TCGA-YF-AA3L-01	-1832.635085	-1032.984766	-2865.619851
TCGA-YF-AA3M-01	-2083.032771	-934.4922518	-3017.525023
TCGA-ZF-A9R0-01	-1121.625824	-495.1827185	-1616.808542
TCGA-ZF-A9R1-01	-1707.404227	-1031.578549	-2738.982776
TCGA-ZF-A9R2-01	-2905.156472	-1473.813513	-4378.969986
TCGA-ZF-A9R3-01	-1665.789626	-603.8050361	-2269.594662
TCGA-ZF-A9R4-01	-2153.10224	-768.5387869	-2921.641027
TCGA-ZF-A9R5-01	-2137.089644	-1009.34708	-3146.436724
TCGA-ZF-A9R7-01	-1443.233506	969.5963203	-473.6371855
TCGA-ZF-A9R9-01	229.2080525	-455.4966921	-226.2886396
TCGA-ZF-A9RC-01	-450.9913407	-1056.574483	-1507.565824
TCGA-ZF-A9RD-01	-754.4266728	871.1795707	116.7528979
TCGA-ZF-A9RE-01	-2436.057661	-1041.712752	-3477.770413
TCGA-ZF-A9RF-01	-1168.861903	858.2967606	-310.5651426
TCGA-ZF-A9RL-01	-2565.510145	-1635.806387	-4201.316532
TCGA-ZF-A9RM-01	-2798.985677	-1570.688791	-4369.674468
TCGA-ZF-A9RN-01	-1622.477212	53.15938999	-1569.317822
TCGA-ZF-AA4N-01	-1195.672726	-149.2908251	-1344.963551
TCGA-ZF-AA4R-01	-345.9425445	-966.8149908	-1312.757535
TCGA-ZF-AA4T-01	-2188.592094	-1071.560737	-3260.152831
TCGA-ZF-AA4U-01	-2737.933396	-991.2035308	-3729.136927
TCGA-ZF-AA4V-01	-971.2189959	-112.9860219	-1084.205018
TCGA-ZF-AA4W-01	-1798.18866	-885.2703976	-2683.459058
TCGA-ZF-AA4X-01	-2864.599175	-1073.982561	-3938.581737
TCGA-ZF-AA51-01	-504.4126541	401.8536837	-102.5589705
TCGA-ZF-AA52-01	203.8374639	-51.9895844	151.8478795
TCGA-ZF-AA53-01	77.0041848	768.3780501	845.3822349
TCGA-ZF-AA54-01	403.2859936	874.4754946	1277.761488
TCGA-ZF-AA56-01	-734.9822247	66.62939931	-668.3528254
TCGA-ZF-AA58-01	287.4774182	1432.681067	1720.158485
TCGA-ZF-AA5H-01	-792.1525259	268.4021571	-523.7503688
TCGA-ZF-AA5N-01	-2027.512742	-948.7893107	-2976.302052
TCGA-ZF-AA5P-01	192.0395994	-139.88091	52.15868947
TCGA-FA-8693-01	216.6392855	2954.356339	3170.995625
TCGA-FA-A4BB-01	-128.757184	2752.575381	2623.818197
TCGA-FA-A4XK-01	-150.4512786	2241.109562	2090.658284
TCGA-FA-A6HN-01	-216.7712184	2933.821345	2717.050126
TCGA-FA-A6HO-01	-407.8343427	3047.614365	2639.780022
TCGA-FA-A7DS-01	-348.0155862	2512.347613	2164.332026
TCGA-FA-A7Q1-01	-228.3030547	1902.250409	1673.947354
TCGA-FA-A82F-01	162.0556244	2153.161403	2315.217027
TCGA-FA-A86F-01	-516.6044573	2764.638408	2248.033951
TCGA-FF-8041-01	-422.9106297	2333.058604	1910.147974
TCGA-FF-8042-01	-555.529551	2220.430567	1664.901016
TCGA-FF-8043-01	-403.3797981	1916.982327	1513.602528
TCGA-FF-8046-01	19.62568186	2290.397841	2310.023523
TCGA-FF-8047-01	-902.9035163	2193.77993	1290.876414
TCGA-FF-8061-01	-24.14442221	2217.51626	2193.371837
TCGA-FF-8062-01	-133.0402705	2649.246834	2516.206563
TCGA-FF-A7CQ-01	-276.6584563	2757.128661	2480.470205
TCGA-FF-A7CR-01	104.9671029	3128.129718	3233.096821
TCGA-FF-A7CW-01	-849.6329556	2649.456347	1799.823391
TCGA-FF-A7CX-01	-694.1862142	1970.258024	1276.07181
TCGA-FM-8000-01	-257.1728333	2201.920477	1944.747644
TCGA-G8-6324-01	-333.3627348	2589.665512	2256.302777
TCGA-G8-6325-01	-52.37544938	2922.483783	2870.108333
TCGA-G8-6326-01	411.6851595	3411.163441	3822.8486
TCGA-G8-6906-01	-256.8689482	2495.308471	2238.439523
TCGA-G8-6907-01	-827.1989455	1800.790627	973.5916815
TCGA-G8-6909-01	-318.5126471	2800.753087	2482.24044
TCGA-G8-6914-01	609.9468932	2715.503495	3325.450388
TCGA-GR-7351-01	-263.6256153	2397.327143	2133.701527
TCGA-GR-7353-01	-371.5117483	2287.927664	1916.415915
TCGA-GR-A4D4-01	160.490781	2138.260942	2298.751723
TCGA-GR-A4D5-01	551.1894222	2949.017426	3500.206848
TCGA-GR-A4D6-01	-481.8369218	2707.741856	2225.904935
TCGA-GR-A4D9-01	252.3040941	2402.97369	2655.277784
TCGA-GS-A9TQ-01	-456.5445014	1905.433784	1448.889283
TCGA-GS-A9TT-01	-712.2297401	1567.65374	855.4239997
TCGA-GS-A9TU-01	-1.811300184	2877.519366	2875.708066
TCGA-GS-A9TV-01	87.24441207	3356.707626	3443.952038
TCGA-GS-A9TW-01	191.4706287	2510.345846	2701.816475
TCGA-GS-A9TX-01	-506.1645834	2725.37839	2219.213806
TCGA-GS-A9TY-01	-354.9448259	2186.357659	1831.412833
TCGA-GS-A9TZ-01	12.45290144	2855.971633	2868.424534
TCGA-GS-A9U3-01	191.9378197	2985.092273	3177.030093
TCGA-GS-A9U4-01	533.0089531	2973.399074	3506.408027
TCGA-RQ-A68N-01	33.06992316	2705.405353	2738.475276
TCGA-RQ-A6JB-01	691.4215654	2505.818701	3197.240267
TCGA-RQ-AAAT-01	-834.6287855	1856.183987	1021.555202
TCGA-VB-A8QN-01	-386.4102066	2128.467899	1742.057693
TCGA-2E-A9G8-01	-1962.143942	-817.4446008	-2779.588543
TCGA-4E-A92E-01	-969.1849126	-196.8594963	-1166.044409
TCGA-5B-A90C-01	-1559.719478	-1447.821474	-3007.540953
TCGA-5S-A9Q8-01	-1406.502823	-1091.096479	-2497.599302
TCGA-A5-A1OH-01	-808.2238704	-2076.067306	-2884.291176
TCGA-A5-A2K2-01	-2257.439871	-1315.669214	-3573.109085
TCGA-A5-A2K3-01	-165.8825334	2653.915784	2488.03325
TCGA-A5-A2K4-01	-953.40632	-1041.432747	-1994.839067
TCGA-A5-A2K5-01	-1185.191522	-475.9408376	-1661.13236
TCGA-A5-A2K7-01	-1268.550788	-761.4138855	-2029.964674
TCGA-A5-A3LO-01	-1618.445309	-1158.71182	-2777.157129
TCGA-A5-A3LP-01	-1485.115798	-654.9626916	-2140.07849
TCGA-A5-A7WJ-01	-2493.873007	-1606.557486	-4100.430493
TCGA-A5-A7WK-01	-1630.880321	-1321.353717	-2952.234038
TCGA-A5-AB3J-01	56.54385758	-383.1561515	-326.6122939
TCGA-AJ-A23N-01	-207.7619837	-541.6065022	-749.368486
TCGA-AJ-A2QM-01	-1700.947326	-1584.659998	-3285.607324
TCGA-AJ-A2QO-01	-1659.314983	-1230.849303	-2890.164286
TCGA-AJ-A3BD-01	-1619.970953	-332.1471832	-1952.118136
TCGA-AJ-A3BF-01	-1453.834232	-1335.440588	-2789.274821
TCGA-AJ-A3BG-01	-2103.023721	-1056.755607	-3159.779329
TCGA-AJ-A3BH-01	-1088.842817	-683.3517696	-1772.194586
TCGA-AJ-A3BI-01	-1296.755151	22.91229813	-1273.842853
TCGA-AJ-A3BK-01	-1149.129036	78.66416107	-1070.464875
TCGA-AJ-A3EJ-01	-416.7628332	-459.5730905	-876.3359238
TCGA-AJ-A3EK-01	-772.1437105	-208.4477681	-980.5914786
TCGA-AJ-A3EL-01	-843.3202832	-243.3992798	-1086.719563
TCGA-AJ-A3EM-01	-1707.672846	-1971.875436	-3679.548282
TCGA-AJ-A3I9-01	-1730.251779	-1469.441222	-3199.693001
TCGA-AJ-A3IA-01	-370.7865286	-476.0829673	-846.8694959
TCGA-AJ-A3NC-01	-1588.705141	-988.0977525	-2576.802893
TCGA-AJ-A3NE-01	-1286.691651	-408.9969979	-1695.688649
TCGA-AJ-A3NF-01	76.93468056	-92.53557149	-15.60089093
TCGA-AJ-A3NG-01	-1388.946024	-1818.925072	-3207.871096
TCGA-AJ-A3NH-01	-1371.121748	-1805.029447	-3176.151195
TCGA-AJ-A3OJ-01	-1044.634959	-401.0366259	-1445.671585
TCGA-AJ-A3OK-01	383.3633904	291.8775923	675.2409827
TCGA-AJ-A3OL-01	-2019.161947	-1890.721341	-3909.883288
TCGA-AJ-A3QS-01	-1432.399328	-179.4048859	-1611.804214
TCGA-AJ-A3TW-01	-1310.573751	487.75013	-822.8236208
TCGA-AJ-A5DV-01	-1708.921459	-446.6332532	-2155.554712
TCGA-AJ-A5DW-01	-901.6058875	-1212.559406	-2114.165293
TCGA-AJ-A6NU-01	-955.3360458	-87.44745471	-1042.7835
TCGA-AJ-A8CT-01	-523.5874708	659.8952494	136.3077786
TCGA-AJ-A8CV-01	-1272.603245	-296.28116	-1568.884405
TCGA-AJ-A8CW-01	-1244.989625	-822.6371207	-2067.626745
TCGA-AP-A3K1-01	-1250.948989	-1141.750134	-2392.699123
TCGA-AP-A5FX-01	-1568.333113	-515.9766606	-2084.309774
TCGA-AX-A05W-01	-1507.722752	111.4723753	-1396.250377
TCGA-AX-A1C7-01	-1452.308352	-1218.12575	-2670.434102
TCGA-AX-A2H4-01	-494.3650588	1194.866063	700.501004
TCGA-AX-A2HH-01	-1989.776133	-1900.800046	-3890.576179
TCGA-AX-A2IN-01	-274.1555214	-508.4569613	-782.6124827
TCGA-AX-A3FS-01	-1201.10057	-1043.330704	-2244.431274
TCGA-AX-A3FT-01	-957.0997281	1028.559762	71.46003412
TCGA-AX-A3FV-01	-2081.25777	-1168.316143	-3249.573913
TCGA-AX-A3FW-01	-2109.178682	-1448.477299	-3557.655981
TCGA-AX-A3FX-01	-1153.744726	-711.5421585	-1865.286885
TCGA-AX-A3FZ-01	-1182.223051	-1825.533935	-3007.756986
TCGA-AX-A3G1-01	-1205.544171	-38.32072548	-1243.864897
TCGA-AX-A3G3-01	-683.8274097	683.8158279	-0.011581709
TCGA-AX-A3G4-01	-378.8287707	-1447.903392	-1826.732162
TCGA-AX-A3G6-01	-2011.862084	-782.1141675	-2793.976251
TCGA-AX-A3G7-01	-1225.213002	-393.5297188	-1618.742721
TCGA-AX-A3G8-01	-2109.836543	-1305.998439	-3415.834981
TCGA-AX-A3G9-01	-2017.539762	-1726.013726	-3743.553489
TCGA-AX-A3GB-01	-877.8299537	-416.4250386	-1294.254992
TCGA-AX-A3GI-01	-2176.959211	-1694.177298	-3871.136509
TCGA-B5-A0JN-01	-1634.520093	-1646.798157	-3281.31825
TCGA-B5-A0JR-01	-1210.719927	-622.524721	-1833.244648
TCGA-B5-A0K9-01	-1487.341423	-461.3592712	-1948.700695
TCGA-B5-A11R-01	-1636.877451	-943.859235	-2580.736686
TCGA-B5-A1MS-01	-1582.703567	-1637.735942	-3220.439509
TCGA-B5-A1MW-01	-1960.094311	-1681.843161	-3641.937472
TCGA-B5-A3F9-01	-983.0158685	-677.7052182	-1660.721087
TCGA-B5-A3FA-01	-1662.079431	-1041.196711	-2703.276142
TCGA-B5-A3FB-01	-1912.36395	-991.3921023	-2903.756053
TCGA-B5-A3FC-01	-520.0028487	196.9390978	-323.0637509
TCGA-B5-A3FD-01	-1008.166271	-1173.604559	-2181.770831
TCGA-B5-A3FH-01	-1675.166075	-827.4933819	-2502.659457
TCGA-B5-A3S1-01	-1319.28121	-903.3795181	-2222.660728
TCGA-B5-A5OC-01	-161.6275248	590.4869614	428.8594366
TCGA-B5-A5OD-01	-1262.135856	-250.8508821	-1512.986738
TCGA-B5-A5OE-01	-1857.78549	-1374.385729	-3232.17122
TCGA-BG-A0MK-01	-985.3342858	-842.1921362	-1827.526422
TCGA-BG-A3EW-01	-1607.862665	-1300.35913	-2908.221795
TCGA-BG-A3PP-01	-857.7240117	-1424.224817	-2281.948829
TCGA-BK-A139-02	-435.7637557	-923.5023925	-1359.266148
TCGA-BK-A13B-01	-1644.911855	-619.4472524	-2264.359107
TCGA-BK-A4ZD-01	-1562.236074	-1845.286128	-3407.522202
TCGA-BK-A56F-01	-742.4170998	-926.4241546	-1668.841254
TCGA-BK-A6W3-01	-1103.289649	-114.6098968	-1217.899545
TCGA-BK-A6W4-01	-457.0839006	-946.7330402	-1403.816941
TCGA-BS-A0V4-01	-1131.574223	-572.1531919	-1703.727414
TCGA-BS-A0V7-01	224.3494354	711.7601588	936.1095942
TCGA-D1-A2G0-01	-2098.362687	-628.3020476	-2726.664734
TCGA-D1-A3DA-01	-1536.349433	-953.3430401	-2489.692473
TCGA-D1-A3DG-01	-1942.210313	-1680.032703	-3622.243016
TCGA-D1-A3DH-01	-2017.434586	-1582.265656	-3599.700241
TCGA-D1-A3JP-01	-859.1374292	76.8214929	-782.3159363
TCGA-D1-A3JQ-01	-1023.611099	-898.6232108	-1922.23431
TCGA-DF-A2KN-01	-812.3458423	389.6664604	-422.6793819
TCGA-DF-A2KR-01	-1975.205263	-502.0513409	-2477.256604
TCGA-DF-A2KU-01	-972.033643	836.3961357	-135.6375072
TCGA-DF-A2KV-01	-1593.483061	-32.08338646	-1625.566447
TCGA-DF-A2KY-01	-1231.449238	22.13720337	-1209.312035
TCGA-DF-A2KZ-01	-712.307772	-239.8943228	-952.2020948
TCGA-DF-A2L0-01	-1036.984044	-75.91102437	-1112.895068
TCGA-DI-A1BU-01	-1268.631844	-934.1509293	-2202.782773
TCGA-DI-A1C3-01	-131.2799928	241.3192343	110.0392415
TCGA-DI-A2QT-01	-1633.045812	-1099.137287	-2732.183099
TCGA-DI-A2QY-01	-1513.295547	-1572.32317	-3085.618717
TCGA-E6-A2P8-01	-685.7341199	16.16402762	-669.5700923
TCGA-E6-A2P9-01	-1949.210629	-837.3181655	-2786.528795
TCGA-E6-A8L9-01	-576.0317754	-498.2765102	-1074.308286
TCGA-EO-A1Y7-01	-2096.755155	-1016.683656	-3113.438811
TCGA-EO-A22U-01	-1751.763613	-1384.256227	-3136.01984
TCGA-EO-A22X-01	-590.8942233	-583.1463016	-1174.040525
TCGA-EO-A22Y-01	-1322.692105	-1305.680916	-2628.373021
TCGA-EO-A3AS-01	-1068.017788	-767.9618602	-1835.979649
TCGA-EO-A3AU-01	-1130.528864	-393.979051	-1524.507915
TCGA-EO-A3AV-01	-1010.094443	785.5158535	-224.5785898
TCGA-EO-A3AY-01	-1195.077057	196.4454721	-998.6315854
TCGA-EO-A3AZ-01	-424.2205596	1300.501573	876.2810137
TCGA-EO-A3B0-01	-801.950607	-739.8073117	-1541.757919
TCGA-EO-A3B1-01	-763.0426468	-99.00822347	-862.0508703
TCGA-EO-A3KU-01	-1795.027383	-1151.23631	-2946.263693
TCGA-EO-A3KW-01	-1516.06735	-317.6457803	-1833.71313
TCGA-EO-A3KX-01	-1939.16541	-1645.902883	-3585.068293
TCGA-EO-A3L0-01	-1178.870841	-1345.462846	-2524.333686
TCGA-EY-A1GL-01	-1153.662335	-1122.099388	-2275.761722
TCGA-EY-A1GO-01	-2028.406082	-1749.527027	-3777.933109
TCGA-EY-A1GP-01	-719.7338459	-886.3509368	-1606.084783
TCGA-EY-A1GX-01	-2175.031536	-1938.489017	-4113.520553
TCGA-EY-A210-01	-1340.138465	240.0515881	-1100.086877
TCGA-EY-A2ON-01	-1419.230879	-631.2497804	-2050.480659
TCGA-EY-A2OO-01	-1394.318253	-1362.64049	-2756.958744
TCGA-EY-A2OP-01	-2141.523141	-1313.561132	-3455.084273
TCGA-EY-A2OQ-01	-1186.932652	-1147.095866	-2334.028518
TCGA-EY-A3L3-01	-2064.921815	-1879.850087	-3944.771902
TCGA-EY-A3QX-01	-1685.899057	-769.9680371	-2455.867094
TCGA-EY-A4KR-01	-770.4895614	276.7955	-493.6940615
TCGA-EY-A547-01	-2061.217357	-1462.210725	-3523.428082
TCGA-EY-A548-01	-1205.21525	-632.7809376	-1837.996187
TCGA-EY-A549-01	-1742.220322	-870.0830633	-2612.303385
TCGA-EY-A54A-01	-873.5716802	-233.1045296	-1106.67621
TCGA-EY-A5W2-01	-1359.676932	-574.0473549	-1933.724287
TCGA-EY-A72D-01	-1494.23026	-1571.156783	-3065.387043
TCGA-FI-A2EY-01	-1819.396247	-1384.709201	-3204.105448
TCGA-FI-A3PV-01	-1834.781476	-1729.762718	-3564.544194
TCGA-FI-A3PX-01	-1903.008483	-1620.300969	-3523.309452
TCGA-H5-A2HR-01	-1416.835581	-413.4375012	-1830.273082
TCGA-JU-AAVI-01	-1159.427928	425.6977373	-733.7301908
TCGA-K6-A3WQ-01	-1364.073152	-1340.028207	-2704.101359
TCGA-KJ-A3U4-01	-1628.903788	-281.0450278	-1909.948816
TCGA-KP-A3VZ-01	-2151.348984	-1845.028971	-3996.377955
TCGA-KP-A3W0-01	-1011.886154	-198.118832	-1210.004986
TCGA-KP-A3W1-01	-478.6600564	929.4899821	450.8299257
TCGA-KP-A3W3-01	-864.3974707	-281.3668987	-1145.764369
TCGA-KP-A3W4-01	-575.0363471	-893.4177236	-1468.454071
TCGA-PG-A5BC-01	-789.1998707	-1559.608689	-2348.808559
TCGA-PG-A6IB-01	-859.098861	860.7585075	1.659646414
TCGA-PG-A7D5-01	-1456.684077	-1614.357872	-3071.041949
TCGA-PG-A914-01	-1543.941695	-608.2156534	-2152.157349
TCGA-PG-A915-01	-1890.239769	-1540.654673	-3430.894442
TCGA-PG-A916-01	-1464.193395	-934.4328803	-2398.626275
TCGA-PG-A917-01	-1251.27097	-13.89392092	-1265.164891
TCGA-QF-A5YS-01	-1820.29605	-714.8322058	-2535.128256
TCGA-QF-A5YT-01	-1447.472525	-1361.281003	-2808.753528
TCGA-QS-A5YQ-01	-1219.955046	-206.943398	-1426.898444
TCGA-QS-A5YR-01	-854.6164499	-12.75070831	-867.3671582
TCGA-QS-A744-01	-1364.06339	-2083.373133	-3447.436523
TCGA-QS-A8F1-01	-1034.300924	-1059.697786	-2093.99871
TCGA-SJ-A6ZI-01	-1077.66037	342.0697035	-735.5906662
TCGA-SJ-A6ZJ-01	-1187.065009	-994.7828985	-2181.847907
TCGA-SL-A6J9-01	-1256.081915	899.5727026	-356.5092126
TCGA-SL-A6JA-01	-2318.469459	-1487.699502	-3806.168961
TCGA-3N-A9WB-06	-1714.103337	-1324.40427	-3038.507607
TCGA-3N-A9WC-06	-507.3614831	1172.410996	665.0495131
TCGA-3N-A9WD-06	-1005.36027	288.6726595	-716.6876105
TCGA-BF-A1PU-01	-897.3286415	-1553.397748	-2450.726389
TCGA-BF-A1PV-01	-1477.086515	-1601.949151	-3079.035667
TCGA-BF-A1PX-01	100.847553	1359.447111	1460.294664
TCGA-BF-A1PZ-01	-1524.340764	-897.4473204	-2421.788085
TCGA-BF-A1Q0-01	-1341.922784	-364.4563169	-1706.379101
TCGA-BF-A3DJ-01	-508.733567	323.1453165	-185.5882505
TCGA-BF-A3DL-01	-733.2604524	-767.8686587	-1501.129111
TCGA-BF-A3DM-01	-1233.831831	-1299.040473	-2532.872304
TCGA-BF-A3DN-01	-288.9248259	-1026.023683	-1314.948509
TCGA-BF-A5EO-01	-926.2083438	94.32365594	-831.8846878
TCGA-BF-A5EP-01	-1110.943296	-1154.698497	-2265.641793
TCGA-BF-A5EQ-01	-130.5062543	86.38337848	-44.1228758
TCGA-BF-A5ER-01	-1128.652319	-846.2075652	-1974.859884
TCGA-BF-A5ES-01	-709.4960002	-61.89397395	-771.3899741
TCGA-BF-A9VF-01	-1705.659783	-1113.284252	-2818.944035
TCGA-BF-AAOU-01	-840.7908581	-270.1262999	-1110.917158
TCGA-BF-AAOX-01	-1759.761939	-1024.283894	-2784.045833
TCGA-BF-AAP0-06	167.5002981	1704.464878	1871.965176
TCGA-BF-AAP1-01	-1478.362886	-1268.515118	-2746.878004
TCGA-BF-AAP2-01	-1262.289288	-308.3464915	-1570.63578
TCGA-BF-AAP4-01	-796.7134306	360.4266113	-436.2868194
TCGA-BF-AAP6-01	-1205.591893	-913.8854848	-2119.477377
TCGA-BF-AAP7-01	-29.17146242	1209.776077	1180.604615
TCGA-BF-AAP8-01	-1105.065324	-764.9723065	-1870.03763
TCGA-D3-A1Q1-06	-1170.606922	-1466.445351	-2637.052273
TCGA-D3-A1Q3-06	-850.9076184	336.5332742	-514.3743441
TCGA-D3-A1Q4-06	1010.078662	-498.878842	511.1998195
TCGA-D3-A1Q5-06	-496.7011631	-1589.300159	-2086.001322
TCGA-D3-A1Q6-06	-1529.709176	-556.9932266	-2086.702403
TCGA-D3-A1Q7-06	615.6446767	1842.479489	2458.124166
TCGA-D3-A1Q8-06	560.3665499	217.5867323	777.9532822
TCGA-D3-A1Q9-06	-755.1201115	-272.2710287	-1027.39114
TCGA-D3-A1QA-06	-1210.158351	-683.2467599	-1893.405111
TCGA-D3-A1QA-07	-1339.815334	-369.4066799	-1709.222014
TCGA-D3-A1QB-06	-455.7941589	1574.088208	1118.294049
TCGA-D3-A2J6-06	-1062.740103	-61.68583708	-1124.42594
TCGA-D3-A2J7-06	-218.4676058	238.5533132	20.08570738
TCGA-D3-A2J8-06	-137.7381248	1790.567378	1652.829253
TCGA-D3-A2J9-06	98.69793581	2470.539744	2569.23768
TCGA-D3-A2JA-06	478.9497771	809.0576526	1288.00743
TCGA-D3-A2JB-06	-568.6964262	1854.347267	1285.65084
TCGA-D3-A2JC-06	-522.0746624	489.7589926	-32.31566982
TCGA-D3-A2JD-06	-368.83982	671.3001538	302.4603338
TCGA-D3-A2JE-06	-1555.350868	-1596.552381	-3151.903249
TCGA-D3-A2JF-06	-517.3151812	792.1047308	274.7895496
TCGA-D3-A2JG-06	-1292.129063	-796.4854063	-2088.61447
TCGA-D3-A2JH-06	-398.5745594	1524.028839	1125.45428
TCGA-D3-A2JK-06	-374.7270659	0.688921441	-374.0381445
TCGA-D3-A2JL-06	-996.7851417	907.239467	-89.54567468
TCGA-D3-A2JN-06	-32.4069681	468.7141458	436.3071777
TCGA-D3-A2JO-06	-595.4863181	1444.667574	849.1812558
TCGA-D3-A2JP-06	-211.4075701	635.7266995	424.3191294
TCGA-D3-A3BZ-06	882.9325723	1161.058707	2043.99128
TCGA-D3-A3C1-06	-958.1722331	-65.94814787	-1024.120381
TCGA-D3-A3C3-06	-1139.600865	350.9073743	-788.6934904
TCGA-D3-A3C6-06	-713.1916832	-1228.967733	-1942.159416
TCGA-D3-A3C7-06	-437.1765908	713.1011705	275.9245797
TCGA-D3-A3C8-06	340.3421445	2874.08777	3214.429915
TCGA-D3-A3CB-06	56.8006441	2168.736223	2225.536867
TCGA-D3-A3CC-06	-447.0417442	-615.899864	-1062.941608
TCGA-D3-A3CE-06	-154.0408768	733.0683466	579.0274697
TCGA-D3-A3CF-06	-74.12294075	1234.674128	1160.551187
TCGA-D3-A3ML-06	-1893.856271	-1731.057201	-3624.913473
TCGA-D3-A3MO-06	-866.8149658	-1183.668069	-2050.483035
TCGA-D3-A3MR-06	-183.8602643	1531.883524	1348.02326
TCGA-D3-A3MU-06	-237.8872683	-98.17284177	-336.06011
TCGA-D3-A3MV-06	-928.5216668	-932.0564193	-1860.578086
TCGA-D3-A51E-06	-1014.837049	602.4552602	-412.3817887
TCGA-D3-A51F-06	853.396933	2712.909894	3566.306827
TCGA-D3-A51G-06	-469.3656326	-566.7407204	-1036.106353
TCGA-D3-A51H-06	-308.8862793	2568.513083	2259.626804
TCGA-D3-A51J-06	-175.1638793	1437.391696	1262.227816
TCGA-D3-A51K-06	-1126.194332	277.2784737	-848.9158585
TCGA-D3-A51N-06	-600.8793071	653.9335186	53.05421146
