sample	Camptothecin_1003	Vinblastine_1004	Cisplatin_1005	Cytarabine_1006	Docetaxel_1007	Gefitinib_1010	Navitoclax_1011	Vorinostat_1012	Nilotinib_1013	Olaparib_1017	Axitinib_1021	AZD7762_1022	SB216763_1025	KU-55933_1030	Afatinib_1032	Staurosporine_1034	PLX-4720_1036	NU7441_1038	Doramapimod_1042	Wee1 Inhibitor_1046	Nutlin-3a (-)_1047	Mirin_1048	PD173074_1049	ZM447439_1050	Alisertib_1051	RO-3306_1052	MK-2206_1053	Palbociclib_1054	Dactolisib_1057	Pictilisib_1058	AZD8055_1059	PD0325901_1060	Obatoclax Mesylate_1068	5-Fluorouracil_1073	Dasatinib_1079	Paclitaxel_1080	Crizotinib_1083	Rapamycin_1084	Sorafenib_1085	BI-2536_1086	Irinotecan_1088	Oxaliplatin_1089	BMS-536924_1091	GSK1904529A_1093	Tozasertib_1096	PF-4708671_1129	PRIMA-1MET_1131	Erlotinib_1168	Niraparib_1177	MK-1775_1179	Dinaciclib_1180	Gemcitabine_1190	Bortezomib_1191	GSK269962A_1192	SB505124_1194	Tamoxifen_1199	Fulvestrant_1200	EPZ004777_1237	YK-4-279_1239	Daporinad_1248	BMS-345541_1249	AZ960_1250	Talazoparib_1259	XAV939_1268	Trametinib_1372	Dabrafenib_1373	Temozolomide_1375	AZD5438_1401	IAP_5620_1428	AZD2014_1441	AZD1208_1449	AZD1332_1463	Ruxolitinib_1507	Linsitinib_1510	Epirubicin_1511	Cyclophosphamide_1512	Pevonedistat_1529	Sapitinib_1549	Uprosertib_1553	LCL161_1557	Lapatinib_1558	Luminespib_1559	Alpelisib_1560	Taselisib_1561	EPZ5676_1563	SCH772984_1564	IWP-2_1576	Leflunomide_1578	Entinostat_1593	OSI-027_1594	LGK974_1598	VE-822_1613	WZ4003_1614	CZC24832_1615	AZD5582_1617	GSK2606414_1618	PFI3_1620	PCI-34051_1621	Wnt-C59_1622	I-BET-762_1624	RVX-208_1625	OTX015_1626	GSK343_1627	ML323_1629	Entospletinib_1630	PRT062607_1631	Ribociclib_1632	AGI-6780_1634	Picolinici-acid_1635	AZD5153_1706	CDK9_5576_1708	CDK9_5038_1709	Eg5_9814_1712	ERK_2440_1713	ERK_6604_1714	IRAK4_4710_1716	JAK1_8709_1718	AZD5991_1720	PAK_5339_1730	TAF1_5496_1732	ULK1_4989_1733	VSP34_8731_1734	Selumetinib_1736	IGF1R_3801_1738	JAK_8517_1739	AZD4547_1786	Ibrutinib_1799	Zoledronate_1802	Acetalax_1804	Oxaliplatin_1806	Carmustine_1807	Topotecan_1808	Teniposide_1809	Mitoxantrone_1810	Dactinomycin_1811	Fludarabine_1813	Nelarabine_1814	Fulvestrant_1816	Vincristine_1818	Docetaxel_1819	Podophyllotoxin bromide_1825	Dihydrorotenone_1827	Gallibiscoquinazole_1830	Elephantin_1835	Sinularin_1838	Sabutoclax_1849	LY2109761_1852	OF-1_1853	MN-64_1854	KRAS (G12C) Inhibitor-12_1855	MG-132_1862	BDP-00009066_1866	Buparlisib_1873	Ulixertinib_1908	Venetoclax_1909	ABT737_1910	Dactinomycin_1911	Afuresertib_1912	AGI-5198_1913	AZD3759_1915	AZD5363_1916	AZD6738_1917	AZD8186_1918	Osimertinib_1919	Cediranib_1922	Ipatasertib_1924	GDC0810_1925	GNE-317_1926	GSK2578215A_1927	I-BRD9_1928	Telomerase Inhibitor IX_1930	MIRA-1_1931	NVP-ADW742_1932	P22077_1933	Savolitinib_1936	UMI-77_1939	WIKI4_1940	Sepantronium bromide_1941	MIM1_1996	WEHI-539_1997	BPD-00008900_1998	Foretinib_2040	BIBR-1532_2043	Pyridostatin_2044	AMG-319_2045	MK-8776_2046	Ulixertinib_2047	Vinorelbine_2048	VX-11e_2096	Uprosertib_2106	LJI308_2107	AZ6102_2109	GSK591_2110	VE821_2111	AZD6482_2169	AT13148_2170	BMS-754807_2171	JQ1_2172
COSMIC_1240209	0.187565905	0.138076969	52.57170252	33.68949272	0.00692208	11.21929428	9.056357525	2.235632085	97.56111479	80.3672697	NA	0.942078193	NA	NA	5.733768538	0.006516323	298.2061423	NA	NA	14.53086489	148.9129638	586.7495102	5.173078677	NA	6.519319504	NA	21.18810629	167.6512619	1.282940873	2.143984471	NA	0.725128789	6.090431908	1062.235576	0.012523843	0.033950252	64.64462747	0.203650498	17.93788578	NA	23.59420191	121.5172223	0.575488519	78.83129006	NA	NA	390.5464843	6.647640635	187.7955742	0.848935557	0.062779292	1.91276722	0.00777398	NA	NA	24.28784453	20.9452523	158.9743709	23.20753476	NA	106.316979	3.984783572	35.21105163	47.09312385	0.292326486	284.5608174	599.0337857	19.68183246	268.5899857	5.842074755	289.8330304	5.323766279	89.47864559	6.798860333	0.239719689	146.6902176	35.12415253	13.5264902	14.88730744	237.0691806	19.92278397	0.040720973	15.5194333	2.108276945	251.7757977	8.550348138	12.34143129	424.6426535	17.18668575	NA	90.75331487	22.02369678	28.53912635	91.02707593	3.844098057	7.434051504	292.3550534	279.4233457	19.52701712	16.57591934	233.2418738	4.592722567	17.85224017	60.32574734	8.316337886	20.3336673	NA	105.4067842	114.1781559	2.788913239	3.027593259	0.134493017	0.124029232	6.050155656	11.30831165	279.0260091	31.07597461	3.91558992	6.217979408	177.2882608	4.087747153	14.54426852	63.54618726	0.69184039	9.727364537	2.543311571	17.52005106	30.62577578	5.870025629	193.4656544	541.0994023	2.034721593	6.261639176	1.398253559	0.223894348	529.8844691	584.7100013	62.66618575	10.96759482	0.171095568	3.810753734	9.661481492	10.60642553	135.0963193	39.57568838	1.196114037	244.1600615	263.7996728	202.8299615	342.7670288	0.253667735	7.327387204	5.555847629	10.52415404	8.234955831	3.652964391	0.013273709	27.81498766	260.5440644	30.05659186	20.40512307	25.39588111	45.10625822	11.86513182	1.507250304	55.00692025	35.62572538	4.8665633	88.3484805	162.6983707	2.372874288	282.8480987	1.078770536	73.52268514	7.558940236	8.854147559	39.67467203	0.017383253	12.41533001	24.7870168	4.913654685	0.86446972	60.46568415	53.16259247	262.4936785	63.66894983	7.518961274	0.116096214	9.611977721	9.66822756	292.1712199	4.560521587	159.2732053	213.3041326	NA	107.801546	NA	NA
COSMIC_909699	0.86767158	0.115698455	1607.176192	63.53176392	0.197412861	2.638057893	2.398359591	7.036571157	190.2829167	824.9914313	NA	2.715396546	NA	NA	1.489204374	0.499381473	74.77241249	NA	NA	13.90157301	206.6598076	NA	478.0512766	NA	NA	NA	47.13024786	67.39197867	0.241430411	3.970885033	NA	0.859190167	NA	2287.868781	0.685198296	2.724241389	NA	0.423505406	67.14020199	NA	110.5947921	192.2971823	18.22685398	237.6946817	NA	NA	NA	1.475107694	NA	3.612926107	NA	59.37177826	0.010706192	NA	NA	127.5783901	68.38852176	513.6037224	57.10518967	4.701224469	NA	NA	630.9862049	NA	1.873184643	638.7479934	3270.250937	NA	NA	NA	NA	NA	NA	1113.104236	1.023177519	369.7455255	1898.520163	2.355495244	NA	NA	3.706221893	6.707323573	47.22498048	11.39741984	1465.160395	25.74259467	NA	NA	NA	NA	1214.111728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	221.5605687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.284996323	180.6826179	4.532836942	37.62376881	12.89473386	1.87240556	0.012302387	84.91544528	291.9075084	2.474719361	109.6683707	13.17408971	7.815672401	1.591923447	5.156133619	84.81403193	850.2402869	3.293428107	964.340068	91.01742758	2.478947314	1194.385373	30.60633458	301.7102139	143.6810626	175.7370775	168.4697149	0.014447325	146.3358028	37.31423913	1491.546828	7.652466392	753.8029543	345.1796479	985.2101809	338.1024649	105.167677	1.915071579	51.93936601	730.3778478	1273.404116	43.53438127	1059.35234	670.9871592	NA	149.8692129	NA	NA
COSMIC_753608	0.200100208	0.008910891	138.8321987	6.957463721	0.0079705	0.199797685	321.277103	4.986678216	310.6298468	190.3620909	NA	0.327105019	NA	NA	0.056836077	0.015161302	117.8659545	NA	NA	6.496087028	465.0853792	171.7527599	852.7965433	NA	8.245651743	NA	29.07460172	51.73041984	0.121620955	5.311094848	NA	3.772847419	2.539382649	89.04919769	0.177507219	0.039842384	49.39454535	0.069759198	33.11459097	NA	38.01998718	150.2084506	3.946842926	157.2943672	NA	NA	875.6487148	0.115062249	194.467684	0.4658349	0.029199666	0.543314466	0.011824165	NA	NA	142.9508693	55.7728393	418.3883215	5.990117333	0.032125506	23.80929379	5.784818582	50.526553	196.3343356	1.137411424	359.9089202	1306.053142	21.40875606	798.5367577	3.352518988	940.9547017	458.6300987	179.3054901	110.5559801	0.95877294	867.5333891	5.623273682	0.050502825	10.29954789	269.9940711	2.302648541	0.03092863	62.03582247	9.0889101	1468.428411	14.65421489	47.60800884	370.5732015	7.199301447	157.3650082	82.10229748	7.671222577	21.48016605	391.9945748	6.618620735	31.15768736	985.9957064	374.848146	126.0531949	111.3547443	1103.571481	37.75628682	60.76627819	113.7917473	11.68709218	8.952286728	NA	204.5542047	537.0966179	13.85341815	0.984543694	0.119472985	0.013104717	24.58921667	15.4568149	177.6534957	66.0930105	1770.161386	5.387718438	50.6167222	10.76402979	11.64132189	69.66792323	5.287888411	11.81581632	33.4292077	1.467932576	508.5487088	453.192509	733.4496854	2947.616038	1.682946288	2.038570853	1.941537141	0.255001972	744.5321243	3550.557811	493.0659806	0.06280711	0.007293571	0.366524101	2.003847335	77.05881797	182.999057	192.0686769	0.449440412	266.2460816	87.60674564	1520.731883	37.20372907	0.251933781	31.66712258	2.345653404	18.19698644	15.32059497	14.54341044	0.011683753	13.90700959	319.9088143	0.104782763	17.45915233	3.396471165	41.5792814	0.042808526	1.390990384	29.2809168	211.1783422	1.21306474	491.142839	452.927469	3.884774739	2059.478347	22.91981912	884.5181204	46.55167566	46.71222931	42.97703916	0.015841963	172.7326459	326.9338968	177.4347614	2.766754576	994.4740456	37.97720077	450.3598816	15.12363875	24.07885333	0.021567084	14.34443411	9.578471231	410.7804965	12.20986217	118.8775534	35.17135595	NA	41.85691432	NA	NA
COSMIC_683667	0.13449221	0.006715151	20.58552173	19.83368986	0.003823049	7.223488443	10.81578888	1.416518358	7.643013786	70.44491099	NA	0.973154911	NA	NA	4.062680592	0.05299207	114.1731322	NA	NA	4.662109369	56.70293653	58.58800601	46.49287151	NA	3.739945354	NA	10.19951326	58.80153735	0.125012193	2.711402422	NA	4.302692545	1.876471215	209.9085585	7.767893338	0.017262427	3.015775467	0.070382544	6.64246414	NA	11.15522502	22.23892207	1.553255421	55.02116889	NA	NA	21.63341262	7.043498551	12.42638457	0.840234718	0.02505194	12.31881785	0.00220165	NA	NA	13.36849742	8.115469053	64.06485951	6.081181483	NA	5.324266736	6.630571503	42.18117367	23.48789072	16.75435124	139.4767611	321.8671877	4.441605899	103.6973956	6.540476355	58.73853588	78.848556	80.14760523	4.024497265	0.167044673	98.51748056	1.690457158	68.44181717	4.817504233	106.5180016	9.031622228	0.0345254	10.40510967	1.964659602	62.06957914	49.61702397	3.417601537	51.33167459	2.275373011	NA	46.08165815	10.27154037	8.776450019	43.49252134	2.396868275	43.28975492	94.48858183	43.75898661	38.88544437	46.71512556	72.83808762	9.939423291	12.34781346	51.21006015	19.76911754	8.281267199	NA	59.19298274	38.51196607	21.8535417	0.234129476	0.017514293	0.012879801	38.9183943	180.7241797	73.79101675	29.35098188	0.380447153	5.862991686	193.1667876	2.70336691	3.975358767	267.8371107	2.02933063	26.81160993	33.81758725	161.1924512	3.818776182	144.9291497	133.4177256	275.170526	2.023666571	1.799851209	1.804385337	0.02990128	323.0809787	322.2739628	161.5405185	0.019046956	0.013629373	0.361239899	10.21162728	6.157833431	11.73549488	30.26488108	0.218769635	161.1059141	84.45720868	159.9936297	153.3313092	0.091901493	8.926202032	1.34455755	17.28202597	0.931880212	1.033459591	0.003144347	8.137516214	59.39309655	17.42505303	8.095990993	6.714900417	24.78074648	3.187264419	5.010631725	8.11509575	114.9345689	0.996715406	14.60024048	29.44470212	1.180843484	158.5071971	2.084948177	33.22275391	4.452501175	10.61481854	27.13867955	0.01386842	18.99475712	15.86347029	52.84235251	2.496333362	41.33476858	4.419789188	55.32876854	9.727500721	13.69015553	0.01611303	15.3952189	7.151084332	114.5548789	5.177151492	146.7016599	111.0351702	NA	43.27815482	NA	NA
COSMIC_908471	0.12477789	0.005567473	61.73851708	3.19531604	0.004115796	22.33808345	4.625770724	2.049451098	18.19554893	21.07109087	NA	2.017818546	NA	NA	7.289813772	0.191388669	22.52804551	NA	NA	3.831533061	146.3603893	95.36083886	1.449017876	NA	1.714456293	NA	58.45861103	20.17828447	0.069961233	7.133057754	NA	0.485020559	3.763724404	185.7933436	41.47766128	0.009546306	38.85784551	0.03245522	2.514371823	NA	9.798634116	42.58750924	8.916468856	55.07924685	NA	NA	260.8636873	33.43007687	116.626206	2.127515783	0.016336605	10.73001549	0.012244787	NA	NA	16.85519638	8.094671454	90.0396384	4.120337181	0.01392775	38.64490723	1.770622182	64.40942672	53.09591527	0.985620389	50.58570366	147.1219743	7.438840575	196.4724072	1.230911559	85.84084996	1.969697544	47.18575282	20.11810186	0.318140554	50.62522653	0.817663824	131.6742408	52.67589761	178.5209569	12.01790955	0.323119195	100.7384949	50.93544262	174.1364174	5.297383397	8.118180072	249.2700882	19.51446528	NA	10.44634337	20.6777243	27.19031925	105.113004	4.064184062	15.80105958	38.55651164	46.95534295	30.9776817	20.37225651	46.56238377	17.53852693	5.009910246	15.51062077	72.87407853	21.22339264	NA	9.084212348	64.64365781	15.62332516	0.581011342	0.053743368	0.016883001	8.178469251	16.49565479	145.8014843	52.68980588	0.32096089	11.30218421	8.283072712	12.32388193	18.98807214	20.5170244	1.732100788	1.925313863	0.475887404	13.18920906	35.18359772	33.49298453	362.6372415	407.0845893	2.72661251	1.44971937	12.61741497	0.175909081	75.21096263	358.967911	114.9621565	0.01952343	0.004094871	0.221040132	1.049029027	16.98622973	15.31802133	49.44470626	0.66759672	121.5425005	7.964777434	32.84688778	66.6781958	0.406804318	10.57708639	2.005840149	6.621195879	5.94855302	8.823079864	0.005601365	37.84152331	86.38024467	19.33316471	42.53324477	10.34248325	169.3075697	6.342144751	3.014078063	40.5991853	95.9419192	1.64832068	40.17199054	57.52801232	0.999872008	121.7854634	44.30302681	28.36465988	17.68659486	4.549430226	32.1183976	0.00231127	56.22289172	112.6806825	117.1315896	1.379295691	169.896937	10.51433958	136.9405651	27.93714038	0.254258452	0.010902262	9.194026687	131.9564574	106.7551613	19.22764332	130.2211293	79.74005247	NA	89.65796127	NA	NA
COSMIC_688010	0.06311764	0.013081909	5.285181705	14.02422232	0.010794106	20.80297489	NA	1.050187794	32.10818558	62.31916482	NA	0.88780425	NA	NA	4.722285979	0.089659779	219.9642427	NA	NA	5.240673392	145.8026507	1053.26485	87.50238061	NA	0.222211422	NA	42.10577901	138.1848111	1.852485035	8.260176869	NA	4.154694917	3.614989677	670.9838043	33.0395061	0.028994272	13.65167193	NA	3.142482209	NA	14.46822695	12.00669007	8.02444895	16.98789446	NA	NA	24.70802278	14.09652059	41.04512208	0.827478627	0.055437612	0.094362739	0.006345782	NA	NA	16.83695209	15.13768	246.4351806	7.754450992	NA	18.24268176	1.730513179	39.51431455	163.8458423	26.97158758	NA	NA	2.955476825	33.94559174	186.57513	54.12022713	30.79449684	38.90006805	19.54925151	1.39420868	30.8052768	0.050467233	107.8140517	87.4010241	258.337017	6.448825363	0.038032052	104.9831646	46.89176154	323.7896252	33.62271903	7.875935726	238.9613922	2.542869073	NA	17.46423368	59.60020419	183.563563	114.2529671	6.621447489	61.87418196	277.6468549	64.05909393	6.226497651	64.20698465	235.1263431	223.3796968	26.29616208	16.24220335	277.3646316	123.6575436	NA	7.799658885	151.1523094	11.65136103	0.531339023	0.032069688	0.003532039	9.213483418	7.305350318	19.52028146	12.20366114	7.667824978	7.138430969	2.711825434	4.874965366	14.62303463	221.4004383	0.94761024	1.665660931	12.17718355	11.89661612	18.56542537	351.5690023	281.0222928	467.8936376	3.216420194	1.00031705	7.350357857	0.191054223	501.2956265	192.1115129	5.70505144	0.141253236	NA	0.826531707	0.245209827	12.35927755	5.795176885	22.89917766	0.170925755	77.13437263	8.296543647	19.68090743	4.093007378	0.204851285	13.92209296	3.127878565	26.25133907	0.040249085	0.027966917	0.004204571	43.67400177	175.5424686	20.8174588	148.5203521	7.926107043	125.9562973	3.339095627	6.369404627	110.0244925	72.54383501	9.467841965	64.25939893	26.25049904	0.211505135	127.5130867	11.21774613	20.87146677	8.959639573	5.447463023	12.44949426	0.006804201	12.30649289	0.224803633	136.5653152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COSMIC_1298534	0.585753047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.7702833	NA	1120.298	NA	NA	NA	NA	4245.937829	NA	NA	38.82036577	NA	NA	NA	NA	NA	NA	0.259183234	11.80883523	2624.269892	NA	NA	178.6472159	NA	NA	NA	57.38592132	1147.198314	NA	838.1340065	NA	NA	2196.285932	NA	751.3946402	NA	0.080181858	NA	NA	NA	NA	NA	NA	1100.425278	NA	NA	245.1965172	78.44839342	NA	732.3012698	NA	NA	NA	55.31726135	83.6207755	76.06003784	113.9437608	87.94257107	1031.084046	698.8960369	NA	NA	NA	782.2426605	303.200105	578.9094066	NA	2.703740001	555.7035674	232.2266885	1216.370861	64.38598595	29.88237973	398.9072764	6.135484205	1011.386054	156.3862643	353.0434016	82.19964637	269.373529	3.091563655	306.0884156	864.7349121	72.65396752	74.13086668	6.77155669	330.3434927	3.640732873	27.45611742	165.5737972	49.70999403	39.87896532	NA	665.9036564	403.3432757	34.21003424	15.20260812	31.45239082	0.085597774	8.446431124	12.23808732	695.6384104	504.1238641	65.57273601	44.50399676	2.348880895	18.27702853	353.3111099	17.56430996	13.55233694	26.14147151	NA	1141.751767	232.0502632	3725.461441	358.054425	1711.9494	14.49448163	2.302441312	3.758308541	0.250857307	2.003971577	466.7771738	76.99627161	0.69906958	NA	1.023236865	12.81049811	77.15250134	342.5501259	359.7347664	0.429004015	348.7586027	584.2611164	726.1960357	225.3367613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COSMIC_909249	0.065811413	0.003009254	5.683521369	1.561187891	0.011753949	11.271067	5.780741722	1.614331598	10.8963732	66.6030252	NA	0.287509896	NA	NA	7.591126505	0.010287693	61.36956327	NA	NA	2.113490825	32.00643576	79.03122282	0.524158584	NA	0.484218998	NA	3.896633597	11.80804407	0.026773759	2.831288759	NA	0.652247623	4.776227457	37.53177847	3.414076391	0.012147754	10.3589616	0.007938071	10.66319401	NA	6.450302313	14.84171801	0.530835552	30.3407593	NA	NA	8.274181467	6.790278792	22.45160267	0.744935233	0.02190457	0.084334774	0.003564078	NA	NA	23.63923898	8.050152215	40.20976996	3.367272266	0.006063258	6.800730276	0.962769743	16.13506736	24.64899182	0.557333765	21.57693672	139.021834	1.660244698	98.83245078	0.689275661	98.83245078	2.596060231	17.53240705	4.236485356	0.21907766	66.60222597	0.6959538	53.8915665	2.2932981	52.03512649	11.12613672	0.031680023	10.94433532	1.382717824	58.6899205	6.337656101	5.493035406	95.59150918	1.66118134	NA	18.8771463	2.559958379	22.48755399	55.37808844	6.144251935	66.57765428	66.58710898	31.59408754	29.71910188	0.93914349	12.92693346	0.245684276	6.610630268	51.06998771	17.27988313	5.188066062	NA	31.59392957	53.145158	0.042043436	0.401272312	0.012520738	0.00475496	4.454870535	17.5431928	98.82069042	6.046768517	0.047353005	6.777558948	12.45479887	2.33878602	6.120984808	30.17066214	0.368892502	0.757610407	0.271535607	17.64956258	9.975728573	185.7608326	49.17635901	199.8092177	1.450680853	0.682708025	0.882420129	0.028117025	38.80111565	108.7475347	44.61419134	0.013108466	0.016117946	0.215299973	1.580023942	5.505215964	6.073153546	12.58788697	0.394500449	66.59683141	29.76118418	66.14074689	26.09579004	0.053180952	5.218609567	1.760273157	13.48741462	1.416267656	3.734481549	0.002955138	0.948328801	26.61606551	3.284951869	2.286778366	2.884221444	44.09731958	2.440109707	0.926799524	4.162230049	41.07694438	NA	66.60275879	7.385163092	1.670321295	37.6848064	2.678626063	50.73743495	4.006992661	23.96767386	31.23005711	0.029621228	25.45267893	22.57346271	32.50487246	0.975959685	65.71071487	6.773811994	66.6030252	3.077522838	1.146985275	0.005750468	5.523954507	1.218264128	53.3950476	6.788771518	56.94261464	4.365012269	NA	8.609566769	NA	NA
COSMIC_1240200	1.996354964	0.036173734	174.8922378	2.172042567	0.019709767	1.018754701	2.045884062	8.955125053	231.0451163	265.1219742	NA	0.860897353	NA	NA	0.096251666	0.053736758	254.697101	NA	NA	31.53449418	35.21457291	1702.765546	203.8696869	NA	228.2033232	NA	44.61619903	290.9152536	0.709927093	1.861031679	NA	1.160565052	18.2825856	227.723005	0.209932128	0.230412983	53.34093246	0.487802338	97.7888928	NA	606.0484904	107.7246032	13.04710148	151.0314359	NA	NA	1746.159354	0.977485325	327.1271718	2.078499003	0.065376592	9.407488302	0.022962565	NA	NA	55.51032281	26.11832042	386.5294261	26.78312433	0.040158546	177.3024444	4.951497222	44.60647376	26.40237584	0.187667218	84.66057272	1087.017515	12.62707098	723.1994149	6.248697237	558.6940463	16.0298723	583.2109755	49.39187811	0.712998473	405.6509254	100.920694	0.756386341	70.76114142	498.4802651	2.384706367	0.563964485	20.09333162	1.47683458	656.4923231	4.704347118	21.10614014	504.8467915	87.92753418	NA	95.01008083	267.426831	137.3390931	567.0310136	11.78716232	131.6483036	624.6765526	55.00967066	135.3759875	29.80255118	246.433702	15.54901045	20.112007	253.4774844	102.6225814	72.2182656	NA	235.2201773	446.1052898	6.916632374	0.952963191	0.048939472	0.081355975	88.18386414	41.68006679	319.73643	284.1837398	575.2622363	3.691075947	61.22735091	10.40229027	9.627455842	26.67543221	8.927799965	19.85011896	81.80938761	12.99916338	137.8743827	19.79426007	316.6312983	1497.101224	15.92944049	12.17865708	14.6840519	0.323772231	121.3138513	188.9325362	147.5583956	1.058831562	0.581524021	2.025101859	3.717654654	60.71033821	275.0580043	68.90522433	4.017010623	680.2755931	108.9075111	69.68938426	179.3748948	0.204835103	14.73390057	5.03006547	4.687910684	21.75124506	6.239193954	0.008075254	37.01091984	250.425382	1.984817559	75.47556791	23.00151308	28.94151299	0.910796307	26.13509377	114.8351934	537.2115689	2.19565191	320.0627275	300.147794	3.141128091	683.858483	224.6217778	683.6506216	53.91151007	5.518295354	11.66107066	0.003767687	131.7664451	37.18349574	321.0982015	7.86122935	508.3011058	82.88242191	620.575951	55.76313567	4.556942982	0.084795314	16.33624077	30.22139146	688.0881812	2.680190837	333.4666966	288.9460522	NA	422.53319	NA	NA
COSMIC_909263	0.168093821	5.951956565	89.89560027	125.5455951	0.092085664	55.29447533	1.757541575	2.465592146	282.6597846	1444.769396	NA	0.592754478	71.65170857	NA	5.013192812	0.132085479	242.6536214	NA	NA	51.21364498	1711.730284	166.3322011	302.5108063	NA	192.6336118	NA	105.2120671	35.08385314	3.866543672	11.71118069	3.699134968	0.281320975	0.682451375	169.1332727	23.29090637	1.391169833	7.554406233	0.425986766	95.95410459	NA	42.42929316	68.25672746	22.29365257	113.7685362	NA	NA	277.3055592	16.05403147	308.7975858	3.848879242	0.17935091	9.367956661	0.043379036	NA	7.066010253	54.09907025	51.73497232	926.0275631	1114.009558	0.020603527	29.08018458	21.93182986	360.7654413	71.74348148	0.027674303	136.2240559	1813.675993	7.45013386	396.6800356	27.86507186	237.5941581	59.6757655	229.0721455	41.99287664	3.497592938	835.2273807	8.175394725	17.75235175	33.20133215	499.2150676	28.33214427	0.219672166	30.82909849	12.0156504	972.8744111	1.597552867	62.32714218	256.6768755	1.701276752	245.1631727	401.843215	10.78451167	363.6202304	753.2340478	9.229196577	52.91516655	494.4717396	50.82767552	279.0628429	29.78011831	240.468956	5.492222497	49.18349009	429.3407961	66.32566988	51.4168531	NA	97.67151883	593.3586368	3.427071135	0.747653234	0.257317641	0.655724859	1.141695	1.794090126	213.0602522	229.1069672	800.586833	12.57892758	118.1730411	22.39162489	7.603837089	2.773682889	9.991452725	33.64720528	66.72115039	102.9953663	167.1771452	9.356581505	1680.216612	918.9668042	0.835540047	9.426567194	5.945264379	0.462005723	1037.677166	1512.183633	76.7211945	27.20772662	31.80523822	19.37558949	3.184002331	29.8953216	341.6203388	58.21901386	0.696939272	664.3074039	243.4308698	270.0272824	646.5535336	0.514820491	7.068759466	28.5249174	3.09795433	26.27190192	15.32177471	0.057499502	40.25962074	601.0739669	12.04719677	164.2208224	7.473915312	67.29291795	4.823935072	26.9884231	235.6149724	371.1818113	10.58933116	766.6650465	191.1082459	2.578410181	666.0255279	46.34803981	268.0112615	78.21293163	4.817986008	41.63657551	0.007361696	35.69390693	4.389156204	16.98210258	11.07728926	766.4113224	421.4642678	822.5538898	348.7959218	15.967254	1.146963482	2.70095118	40.16030219	642.1230808	5.057397384	386.9753516	569.0156852	NA	342.3039209	12.12963947	NA
COSMIC_1240202	0.056263234	0.082690877	210.5874487	6.712168009	0.015372055	0.173553217	371.1250248	2.960227134	259.5319976	257.9353572	NA	0.946068786	NA	NA	0.06925181	0.051785246	58.58255758	NA	NA	14.9271843	712.6717958	NA	285.2773885	NA	NA	NA	138.2326313	28.29369533	0.144891224	6.97813717	NA	9.568457388	NA	3738.033687	0.550923675	0.398082105	NA	0.30911157	64.79594343	NA	4.13516818	102.8806934	2.485157406	100.1559028	NA	NA	NA	0.219756976	NA	2.715901656	NA	0.311330883	0.009457587	NA	NA	90.88709301	22.72171329	333.4276832	48.97843014	0.402131552	NA	NA	61.84776733	NA	3.010394099	1326.735908	472.7681031	NA	NA	NA	NA	NA	NA	222.0356601	2.06055425	189.7516288	1.700793658	0.142462995	NA	NA	1.782723052	0.086932702	84.41203616	31.12554921	1396.077783	136.1110368	NA	NA	NA	NA	361.7104392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	209.5597706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18845199	62.5291595	4.488941824	37.35601714	11.04596276	4.437974151	0.014677215	61.81944754	280.2976292	0.23981056	42.28274148	61.13270543	27.21951012	0.076364374	1.763157084	106.4812592	451.6321405	0.900690129	765.5878729	155.9450965	1.328464814	592.5871792	59.48843953	583.1544068	99.28743229	11.28338173	31.07081642	0.006192732	80.20428962	51.18226063	408.62955	2.924741205	385.2139907	49.17650653	147.7512328	254.8326359	197.8687634	0.475859803	146.1142719	530.5774809	477.0570093	50.76067801	124.2783739	684.2976611	NA	380.6312277	NA	NA
