sample	Cuproptosis_activity_score
TCGA.CZ.5986.01	-0.272503732
TCGA.CZ.5986.11	1.197082477
TCGA.CZ.5987.01	-0.373187897
TCGA.CZ.5987.11	0.10624706
TCGA.CZ.5988.01	-0.862010769
TCGA.CZ.5988.11	0.347828349
TCGA.CZ.5989.01	-0.022262824
TCGA.CZ.5989.11	0.228155382
TCGA.DV.5565.01	-1.265802554
TCGA.DV.5566.01	-0.116488957
TCGA.DV.5567.01	-0.357670688
TCGA.DV.5568.01	0.164347425
TCGA.DV.5569.01	-0.103185638
TCGA.DV.5573.01	-0.244038306
TCGA.DV.5574.01	-0.669981932
TCGA.DV.5575.01	-0.799822639
TCGA.DV.5576.01	0.008904096
TCGA.DV.A4VX.01	0.05496214
TCGA.DV.A4VZ.01	-0.944170581
TCGA.DV.A4W0.01	-0.326359134
TCGA.DV.A4W0.05	0.059593373
TCGA.EU.5904.01	-0.909450109
TCGA.EU.5905.01	-0.595153528
TCGA.EU.5906.01	-0.863713002
TCGA.EU.5907.01	-1.018022718
TCGA.G6.A5PC.01	0.966051989
TCGA.G6.A8L6.01	0.128204827
TCGA.G6.A8L7.01	-0.754259593
TCGA.G6.A8L8.01	-0.082253417
TCGA.GK.A6C7.01	-1.255858014
TCGA.MM.A563.01	-0.155316059
TCGA.MM.A564.01	0.789992878
TCGA.MM.A84U.01	-0.738735009
TCGA.MW.A4EC.01	0.093962363
TCGA.T7.A92I.01	0.974266816
TCGA.2V.A95S.01	1.15257109
TCGA.2Y.A9GS.01	1.219003506
TCGA.2Y.A9GT.01	0.867611347
TCGA.2Y.A9GU.01	1.133650633
TCGA.2Y.A9GV.01	1.113490151
TCGA.2Y.A9GW.01	0.963324701
TCGA.2Y.A9GX.01	0.931204891
TCGA.2Y.A9GY.01	0.049957829
TCGA.2Y.A9GZ.01	0.917956642
TCGA.2Y.A9H0.01	0.866302611
TCGA.2Y.A9H1.01	1.009018479
TCGA.2Y.A9H2.01	-1.058289702
TCGA.2Y.A9H3.01	1.510157089
TCGA.2Y.A9H4.01	1.218347224
TCGA.2Y.A9H5.01	1.204897158
TCGA.2Y.A9H6.01	1.27395423
TCGA.2Y.A9H7.01	1.315452163
TCGA.2Y.A9H8.01	1.046896711
TCGA.2Y.A9H9.01	1.07629306
TCGA.2Y.A9HA.01	0.977679328
TCGA.2Y.A9HB.01	1.248912724
TCGA.3K.AAZ8.01	1.14240349
TCGA.4R.AA8I.01	1.420983287
TCGA.5C.A9VG.01	1.3285986
TCGA.5C.A9VH.01	1.114855265
TCGA.5C.AAPD.01	0.099014133
TCGA.5R.AA1C.01	1.082834322
TCGA.5R.AA1D.01	1.267340977
TCGA.5R.AAAM.01	0.944321088
TCGA.BC.4072.01	1.007558425
TCGA.BC.4073.01	0.687179228
TCGA.BC.A10Q.01	1.123892799
TCGA.BC.A10Q.11	1.611612194
TCGA.BC.A10R.01	1.431288935
TCGA.BC.A10R.11	1.436913163
TCGA.BC.A10S.01	1.150894314
TCGA.BC.A10T.01	1.038807655
TCGA.BC.A10T.11	1.462138524
TCGA.BC.A10U.01	1.006993858
TCGA.BC.A10U.11	1.338524571
TCGA.BC.A10W.01	0.041553706
TCGA.BC.A10W.11	1.475336511
TCGA.BC.A10X.01	1.507359977
TCGA.BC.A10X.11	1.591684422
TCGA.BC.A10Y.01	0.845101475
TCGA.BC.A10Y.11	1.547117526
TCGA.BC.A10Z.01	0.040510707
TCGA.BC.A10Z.11	1.25398543
TCGA.BC.A110.01	1.375451087
TCGA.BC.A110.11	1.388814964
TCGA.BC.A112.01	-0.227534251
TCGA.BC.A216.01	0.28707472
TCGA.BC.A216.11	1.626758706
TCGA.BC.A217.01	0.038269589
TCGA.BC.A3KF.01	1.120471826
TCGA.BC.A3KG.01	0.732816576
TCGA.BC.A5W4.01	0.266135483
TCGA.BC.A69H.01	0.92466869
TCGA.BC.A69I.01	0.985175923
TCGA.BC.A8YO.01	-0.012154596
TCGA.BD.A2L6.01	1.023919726
TCGA.BD.A2L6.11	1.104666761
TCGA.BD.A3EP.01	0.974041299
TCGA.BD.A3EP.11	1.137809545
TCGA.BD.A3ER.01	0.160815248
TCGA.BW.A5NO.01	0.131220262
TCGA.BW.A5NP.01	1.452011383
TCGA.BW.A5NQ.01	1.014499518
TCGA.CC.5258.01	1.068577679
TCGA.CC.5259.01	1.005431427
TCGA.CC.5260.01	-1.028330287
TCGA.CC.5261.01	-0.746553617
TCGA.CC.5262.01	0.949064611
TCGA.CC.5263.01	-1.392748825
TCGA.CC.5264.01	0.713384766
TCGA.CC.A123.01	1.204727707
TCGA.CC.A1HT.01	-0.016212492
TCGA.CC.A3M9.01	-0.354144462
TCGA.CC.A3MA.01	-0.325835298
TCGA.CC.A3MB.01	1.102000718
TCGA.CC.A3MC.01	0.455579178
TCGA.CC.A5UC.01	1.447717073
TCGA.CC.A5UD.01	0.992909113
TCGA.CC.A5UE.01	0.32912412
TCGA.CC.A7IE.01	1.244962282
TCGA.CC.A7IF.01	1.297503157
TCGA.CC.A7IG.01	0.238872569
TCGA.CC.A7IH.01	1.313720034
TCGA.CC.A7II.01	0.91724557
TCGA.CC.A7IJ.01	-0.822301128
TCGA.CC.A7IK.01	-0.653746205
TCGA.CC.A7IL.01	1.116825405
TCGA.CC.A8HS.01	0.945178997
TCGA.CC.A8HT.01	0.256906206
TCGA.CC.A8HU.01	1.095478718
TCGA.CC.A8HV.01	0.864555254
TCGA.CC.A9FS.01	1.101692287
TCGA.CC.A9FU.01	0.067451507
TCGA.CC.A9FV.01	1.280305004
TCGA.CC.A9FW.01	1.445227614
TCGA.DD.A113.01	0.384435535
TCGA.DD.A113.11	1.607796072
TCGA.DD.A114.01	-1.012033237
TCGA.DD.A114.11	1.371758213
TCGA.DD.A115.01	0.655384154
TCGA.DD.A116.01	1.28546088
TCGA.DD.A116.11	1.407626251
TCGA.DD.A118.01	1.476254686
TCGA.DD.A118.11	1.379515856
TCGA.DD.A119.01	1.408889429
TCGA.DD.A119.11	1.275509739
TCGA.DD.A11A.01	1.430653674
TCGA.DD.A11A.11	1.219802394
TCGA.DD.A11B.01	1.403101192
TCGA.DD.A11B.11	1.347885558
TCGA.DD.A11C.01	0.932121669
TCGA.DD.A11C.11	1.293133395
TCGA.DD.A11D.01	1.064435515
TCGA.DD.A11D.11	1.543327773
TCGA.DD.A1EA.01	1.099542262
TCGA.DD.A1EB.01	1.105690102
TCGA.DD.A1EB.11	1.498938513
TCGA.DD.A1EC.01	0.147686276
TCGA.DD.A1EC.11	1.387862196
TCGA.DD.A1ED.01	1.418251634
TCGA.DD.A1EE.01	1.238045134
TCGA.DD.A1EE.11	1.189270895
TCGA.DD.A1EF.01	1.442559011
TCGA.DD.A1EG.01	1.325368072
TCGA.DD.A1EG.11	1.503731811
TCGA.DD.A1EH.01	1.355934374
TCGA.DD.A1EH.11	1.534462124
TCGA.DD.A1EI.01	0.974976662
TCGA.DD.A1EI.11	1.298672334
TCGA.DD.A1EJ.01	1.526917476
TCGA.DD.A1EJ.11	1.537389728
TCGA.DD.A1EK.01	0.921257513
TCGA.DD.A1EL.01	0.399227836
TCGA.DD.A1EL.11	1.621768945
TCGA.DD.A39V.01	1.128138635
TCGA.DD.A39V.11	1.598487699
TCGA.DD.A39W.01	0.296865542
TCGA.DD.A39W.11	1.592691576
TCGA.DD.A39X.01	1.31808178
TCGA.DD.A39X.11	1.460446785
TCGA.DD.A39Y.01	1.018924099
TCGA.DD.A39Z.01	1.228412338
TCGA.DD.A39Z.11	1.347360824
TCGA.DD.A3A1.01	0.405742498
TCGA.DD.A3A1.11	1.418064531
TCGA.DD.A3A2.01	1.305378985
TCGA.DD.A3A2.11	1.463829185
TCGA.DD.A3A3.01	1.354185058
TCGA.DD.A3A3.11	1.287029497
TCGA.DD.A3A4.01	0.000943293
TCGA.DD.A3A4.11	1.464452775
TCGA.DD.A3A5.01	1.010933303
TCGA.DD.A3A5.11	1.515684542
TCGA.DD.A3A6.01	0.819115758
TCGA.DD.A3A6.11	1.297362498
TCGA.DD.A3A7.01	0.847381872
TCGA.DD.A3A8.01	1.260400239
TCGA.DD.A3A8.11	1.257438019
TCGA.DD.A3A9.01	1.075289772
TCGA.DD.A4NA.01	0.175832678
TCGA.DD.A4NB.01	1.240336672
TCGA.DD.A4ND.01	0.875870652
TCGA.DD.A4NE.01	-0.009774062
TCGA.DD.A4NF.01	1.289791503
TCGA.DD.A4NG.01	1.334579614
TCGA.DD.A4NH.01	0.035411672
TCGA.DD.A4NI.01	1.168469997
TCGA.DD.A4NJ.01	0.58091837
TCGA.DD.A4NK.01	1.402097675
TCGA.DD.A4NL.01	1.541820963
TCGA.DD.A4NN.01	0.98547209
TCGA.DD.A4NO.01	0.315455417
TCGA.DD.A4NP.01	1.451590769
TCGA.DD.A4NQ.01	0.223197753
TCGA.DD.A4NR.01	0.981557246
TCGA.DD.A4NS.01	0.951118025
TCGA.DD.A4NV.01	0.991376411
TCGA.DD.A73A.01	1.22233632
TCGA.DD.A73B.01	1.18495217
TCGA.DD.A73C.01	0.375578687
TCGA.DD.A73D.01	1.078598413
TCGA.DD.A73E.01	1.234457613
TCGA.DD.A73F.01	0.945206588
TCGA.DD.A73G.01	1.215020107
TCGA.DD.AA3A.01	0.730159157
TCGA.DD.AAC8.01	1.300121235
TCGA.DD.AAC9.01	1.264913135
TCGA.DD.AACA.01	1.409763462
TCGA.DD.AACA.02	1.346433295
TCGA.DD.AACA.02	1.405044326
TCGA.DD.AACB.01	0.984119855
TCGA.DD.AACC.01	1.100862403
TCGA.DD.AACD.01	1.366663226
TCGA.DD.AACE.01	1.09956198
TCGA.DD.AACF.01	0.963522185
TCGA.DD.AACG.01	1.14714201
TCGA.DD.AACH.01	1.228536373
TCGA.DD.AACI.01	1.033605521
TCGA.DD.AACJ.01	1.170535615
TCGA.DD.AACK.01	1.389012002
TCGA.DD.AACL.01	0.31256579
TCGA.DD.AACN.01	1.056978783
TCGA.DD.AACO.01	0.888637408
TCGA.DD.AACP.01	1.037447231
TCGA.DD.AACQ.01	0.10284573
TCGA.DD.AACS.01	-0.051253168
TCGA.DD.AACT.01	1.200232178
TCGA.DD.AACU.01	1.322833407
TCGA.DD.AACV.01	-0.03873512
TCGA.DD.AACW.01	1.299460559
TCGA.DD.AACX.01	0.06607251
TCGA.DD.AACY.01	0.723767348
TCGA.DD.AACZ.01	0.941360548
TCGA.DD.AAD0.01	1.267401081
TCGA.DD.AAD1.01	1.025658665
TCGA.DD.AAD2.01	1.623906028
TCGA.DD.AAD3.01	1.140409399
TCGA.DD.AAD5.01	0.97435603
TCGA.DD.AAD6.01	0.878329062
TCGA.DD.AAD8.01	0.691472722
TCGA.DD.AADA.01	1.183129052
TCGA.DD.AADB.01	1.029741998
TCGA.DD.AADC.01	0.975998971
TCGA.DD.AADD.01	0.310938028
TCGA.DD.AADF.01	1.060713665
TCGA.DD.AADG.01	1.24924519
TCGA.DD.AADI.01	1.183828646
TCGA.DD.AADJ.01	1.392546811
TCGA.DD.AADK.01	1.497111633
TCGA.DD.AADL.01	0.344743377
TCGA.DD.AADM.01	1.314739403
TCGA.DD.AADN.01	0.91850683
TCGA.DD.AADO.01	1.475162016
TCGA.DD.AADP.01	0.971685199
TCGA.DD.AADQ.01	1.200747272
TCGA.DD.AADR.01	1.33484602
TCGA.DD.AADS.01	1.301835669
TCGA.DD.AADU.01	1.202970855
TCGA.DD.AADV.01	1.183022097
TCGA.DD.AADW.01	0.853849064
TCGA.DD.AADY.01	1.042624012
TCGA.DD.AAE0.01	0.974012327
TCGA.DD.AAE1.01	1.160076321
TCGA.DD.AAE2.01	1.05874858
TCGA.DD.AAE3.01	1.399957328
TCGA.DD.AAE4.01	1.094548993
TCGA.DD.AAE6.01	0.671722998
TCGA.DD.AAE7.01	1.270944703
TCGA.DD.AAE9.01	1.341480371
TCGA.DD.AAEA.01	0.980327405
TCGA.DD.AAEB.01	1.343926454
TCGA.DD.AAED.01	-0.285658926
TCGA.DD.AAEE.01	1.390787233
TCGA.DD.AAEG.01	1.153107633
TCGA.DD.AAEH.01	1.111828067
TCGA.DD.AAEI.01	1.120168245
TCGA.DD.AAEK.01	0.872285821
TCGA.DD.AAVP.01	1.328299767
TCGA.DD.AAVQ.01	0.956428617
TCGA.DD.AAVR.01	1.620466726
TCGA.DD.AAVS.01	1.272503669
TCGA.DD.AAVU.01	1.194759514
TCGA.DD.AAVV.01	0.799935951
TCGA.DD.AAVW.01	1.202835504
TCGA.DD.AAVX.01	1.411940546
TCGA.DD.AAVY.01	1.032889904
TCGA.DD.AAVZ.01	1.136729635
TCGA.DD.AAW0.01	1.503939739
TCGA.DD.AAW1.01	1.108463396
TCGA.DD.AAW2.01	1.191279323
TCGA.DD.AAW3.01	1.140585633
TCGA.ED.A459.01	0.136546871
TCGA.ED.A4XI.01	1.119634759
TCGA.ED.A5KG.01	0.670498425
TCGA.ED.A627.01	1.371874128
TCGA.ED.A66X.01	1.441325752
TCGA.ED.A66Y.01	0.783973939
TCGA.ED.A7PX.01	-0.143100338
TCGA.ED.A7PY.01	1.420714765
TCGA.ED.A7PZ.01	1.375511957
TCGA.ED.A7XO.01	0.179505415
TCGA.ED.A7XP.01	1.049244145
TCGA.ED.A82E.01	1.264483948
TCGA.ED.A8O5.01	1.612617716
TCGA.ED.A8O6.01	1.167121704
TCGA.ED.A97K.01	0.950984544
TCGA.EP.A12J.01	1.211714816
TCGA.EP.A12J.11	1.579501512
TCGA.EP.A26S.01	1.454299901
TCGA.EP.A26S.11	1.489176736
TCGA.EP.A2KA.01	1.126465045
TCGA.EP.A2KB.01	1.283303546
TCGA.EP.A2KC.01	1.118282307
TCGA.EP.A3JL.01	1.206368387
TCGA.EP.A3RK.01	1.479144346
TCGA.EP.A3RK.11	1.609764591
TCGA.ES.A2HS.01	1.144762658
TCGA.ES.A2HT.01	1.372716854
TCGA.ES.A2HT.11	1.26175565
TCGA.FV.A23B.01	0.876691772
TCGA.FV.A23B.11	1.280154303
TCGA.FV.A2QQ.01	1.422683818
TCGA.FV.A2QR.01	0.109035751
TCGA.FV.A2QR.11	1.28436065
TCGA.FV.A3I0.01	0.869865061
TCGA.FV.A3I0.11	1.395255755
TCGA.FV.A3I1.01	1.291604478
TCGA.FV.A3I1.11	1.394712743
TCGA.FV.A3R2.01	1.440608369
TCGA.FV.A3R2.11	1.228298422
TCGA.FV.A3R3.01	1.233807976
TCGA.FV.A495.01	1.020180586
TCGA.FV.A496.01	0.207178502
TCGA.FV.A4ZP.01	1.031388226
TCGA.FV.A4ZQ.01	1.135914671
TCGA.G3.A25S.01	1.226421877
TCGA.G3.A25T.01	1.33479662
TCGA.G3.A25U.01	0.889523163
TCGA.G3.A25V.01	1.321972728
TCGA.G3.A25X.01	0.712991045
TCGA.G3.A25Y.01	0.845778014
TCGA.G3.A25Z.01	1.248857329
TCGA.G3.A3CG.01	1.568988757
TCGA.G3.A3CH.01	1.129162395
TCGA.G3.A3CH.11	1.336229368
TCGA.G3.A3CI.01	1.183230917
TCGA.G3.A3CJ.01	1.15665381
TCGA.G3.A3CK.01	1.188235426
TCGA.G3.A5SI.01	0.130117049
TCGA.G3.A5SJ.01	0.05955192
TCGA.G3.A5SK.01	1.025759182
TCGA.G3.A5SL.01	1.481874949
TCGA.G3.A5SM.01	1.101987418
TCGA.G3.A6UC.01	1.150296631
TCGA.G3.A7M5.01	1.221953096
TCGA.G3.A7M6.01	0.062501282
TCGA.G3.A7M7.01	1.222312092
TCGA.G3.A7M8.01	1.440375847
TCGA.G3.A7M9.01	0.358368925
TCGA.G3.AAUZ.01	0.820719126
TCGA.G3.AAV0.01	0.781312853
TCGA.G3.AAV1.01	1.403596894
TCGA.G3.AAV2.01	0.948425709
TCGA.G3.AAV3.01	1.050758048
TCGA.G3.AAV4.01	1.05106801
TCGA.G3.AAV5.01	1.026012655
TCGA.G3.AAV6.01	1.326866264
TCGA.G3.AAV7.01	-0.381888559
TCGA.GJ.A3OU.01	0.899849701
TCGA.GJ.A6C0.01	0.094930594
TCGA.GJ.A9DB.01	1.148345765
TCGA.HP.A5MZ.01	1.502174886
TCGA.HP.A5N0.01	0.864968683
TCGA.K7.A5RF.01	1.280337054
TCGA.K7.A5RG.01	0.754873766
TCGA.K7.A6G5.01	1.260083492
TCGA.K7.AAU7.01	0.131975733
TCGA.KR.A7K0.01	0.333531616
TCGA.KR.A7K2.01	1.20767049
TCGA.KR.A7K7.01	1.264433815
TCGA.KR.A7K8.01	1.181907498
TCGA.LG.A6GG.01	0.344322602
TCGA.LG.A9QC.01	1.39659039
TCGA.LG.A9QD.01	1.220021455
TCGA.MI.A75C.01	1.353547966
TCGA.MI.A75E.01	0.207610069
TCGA.MI.A75G.01	1.014042584
TCGA.MI.A75H.01	0.949033328
TCGA.MI.A75I.01	1.369532699
TCGA.MR.A520.01	1.433807372
TCGA.MR.A8JO.01	1.00871871
TCGA.NI.A4U2.01	0.343921527
TCGA.NI.A8LF.01	1.506943158
TCGA.O8.A75V.01	1.154466733
TCGA.PD.A5DF.01	1.032188757
TCGA.QA.A7B7.01	0.834522592
TCGA.RC.A6M3.01	-0.325325142
TCGA.RC.A6M4.01	1.087888698
TCGA.RC.A6M5.01	0.40134213
TCGA.RC.A6M6.01	0.833336808
TCGA.RC.A7S9.01	1.160113622
TCGA.RC.A7SB.01	1.10918506
TCGA.RC.A7SF.01	0.884618292
TCGA.RC.A7SH.01	0.266610134
TCGA.RC.A7SK.01	1.004013846
TCGA.RG.A7D4.01	1.367544157
TCGA.T1.A6J8.01	1.203247765
TCGA.UB.A7MA.01	-0.219108114
TCGA.UB.A7MB.01	0.019611187
TCGA.UB.A7MC.01	0.701844016
TCGA.UB.A7MD.01	0.370691464
TCGA.UB.A7ME.01	0.957365242
TCGA.UB.A7MF.01	1.204735083
TCGA.UB.AA0U.01	1.119055728
TCGA.UB.AA0V.01	1.521064919
TCGA.WJ.A86L.01	-0.688770395
TCGA.WQ.A9G7.01	0.875973396
TCGA.WQ.AB4B.01	1.166098502
TCGA.WX.AA44.01	0.860544422
TCGA.WX.AA46.01	1.416774004
TCGA.WX.AA47.01	1.260661413
TCGA.XR.A8TC.01	1.242619349
TCGA.XR.A8TD.01	1.131329659
TCGA.XR.A8TE.01	1.059130019
TCGA.XR.A8TF.01	1.145815599
TCGA.XR.A8TG.01	0.010053286
TCGA.YA.A8S7.01	-0.731842035
TCGA.ZP.A9CV.01	0.162092132
TCGA.ZP.A9CY.01	1.012496517
TCGA.ZP.A9CZ.01	0.929060672
TCGA.ZP.A9D0.01	1.367088235
TCGA.ZP.A9D1.01	0.332677134
TCGA.ZP.A9D2.01	0.054759799
TCGA.ZP.A9D4.01	1.240957382
TCGA.ZS.A9CD.01	0.957008844
TCGA.ZS.A9CE.01	1.36436687
TCGA.ZS.A9CF.01	0.094811885
TCGA.ZS.A9CF.02	0.052153496
TCGA.ZS.A9CG.01	1.255020965
TCGA.3C.AAAU.01	-1.200096598
TCGA.3C.AALI.01	0.394950742
TCGA.3C.AALJ.01	-0.004429702
TCGA.3C.AALK.01	-0.180119847
TCGA.4H.AAAK.01	-1.105369543
TCGA.5L.AAT0.01	0.000510147
TCGA.5L.AAT1.01	-0.10497711
TCGA.5T.A9QA.01	0.351547882
TCGA.A1.A0SB.01	-0.100165388
TCGA.A1.A0SD.01	-1.066956822
TCGA.A1.A0SE.01	-0.218339178
TCGA.A1.A0SF.01	0.260192742
TCGA.A1.A0SG.01	-0.019351316
TCGA.A1.A0SH.01	-1.462690323
TCGA.A1.A0SI.01	-1.379253284
TCGA.A1.A0SJ.01	-0.767126583
TCGA.A1.A0SK.01	0.566145654
TCGA.A1.A0SM.01	-1.404915216
TCGA.A1.A0SN.01	-0.040030692
TCGA.A1.A0SO.01	-0.956929336
TCGA.A1.A0SP.01	-1.13467645
TCGA.A1.A0SQ.01	-0.026033526
TCGA.A2.A04N.01	-0.118277577
TCGA.A2.A04P.01	-0.860361131
TCGA.A2.A04Q.01	-0.943441428
TCGA.A2.A04R.01	0.123437609
TCGA.A2.A04T.01	-0.868826264
TCGA.A2.A04U.01	-0.951999828
TCGA.A2.A04V.01	-0.062041872
TCGA.A2.A04W.01	-0.148303325
TCGA.A2.A04X.01	0.265900049
TCGA.A2.A04Y.01	1.04464226
TCGA.A2.A0CK.01	0.08222032
TCGA.A2.A0CL.01	-1.276605607
TCGA.A2.A0CM.01	-1.369605819
TCGA.A2.A0CO.01	-0.568238876
TCGA.A2.A0CP.01	0.040156216
TCGA.A2.A0CQ.01	0.356491586
TCGA.A2.A0CR.01	-0.049672645
TCGA.A2.A0CS.01	0.303525479
TCGA.A2.A0CT.01	0.120910885
TCGA.A2.A0CU.01	-0.264257131
TCGA.A2.A0CV.01	-0.039877382
TCGA.A2.A0CW.01	0.187639678
TCGA.A2.A0CX.01	-0.771692315
TCGA.A2.A0CY.01	0.053785225
TCGA.A2.A0CZ.01	0.039614844
TCGA.A2.A0D0.01	-0.259638818
TCGA.A2.A0D1.01	0.09258309
TCGA.A2.A0D2.01	-0.388480969
TCGA.A2.A0D3.01	0.167918926
TCGA.A2.A0D4.01	-0.198552868
TCGA.A2.A0EM.01	-0.900234482
TCGA.A2.A0EN.01	-1.029986741
TCGA.A2.A0EO.01	0.183380262
TCGA.A2.A0EP.01	-0.050100955
TCGA.A2.A0EQ.01	-0.03716266
TCGA.A2.A0ER.01	-1.059697502
TCGA.A2.A0ES.01	-0.967583587
TCGA.A2.A0ET.01	-0.359687681
TCGA.A2.A0EU.01	-0.24542981
TCGA.A2.A0EV.01	-1.038157155
TCGA.A2.A0EW.01	-0.854472488
TCGA.A2.A0EX.01	-0.531751725
TCGA.A2.A0EY.01	0.077299979
TCGA.A2.A0ST.01	-1.442145439
TCGA.A2.A0SU.01	0.079336311
TCGA.A2.A0SV.01	0.900360317
TCGA.A2.A0SW.01	-0.568351646
TCGA.A2.A0SX.01	-1.518526559
TCGA.A2.A0SY.01	0.14468773
TCGA.A2.A0T0.01	-0.022132359
TCGA.A2.A0T1.01	0.306146629
TCGA.A2.A0T2.01	-0.998440531
TCGA.A2.A0T3.01	-0.460045423
TCGA.A2.A0T4.01	-0.124468743
TCGA.A2.A0T5.01	-0.945881828
TCGA.A2.A0T6.01	-1.322686373
TCGA.A2.A0T7.01	-0.278026887
TCGA.A2.A0YC.01	-0.184601966
TCGA.A2.A0YD.01	-1.068518978
TCGA.A2.A0YE.01	-1.553360322
TCGA.A2.A0YF.01	0.33652087
TCGA.A2.A0YG.01	-0.80689331
TCGA.A2.A0YH.01	0.15392578
TCGA.A2.A0YI.01	-1.114437337
TCGA.A2.A0YJ.01	-1.140309714
TCGA.A2.A0YK.01	-1.011142113
TCGA.A2.A0YL.01	-1.087405571
TCGA.A2.A0YM.01	-1.567638736
TCGA.A2.A0YT.01	-1.002581138
TCGA.A2.A1FV.01	-0.771018329
TCGA.A2.A1FW.01	0.074428259
TCGA.A2.A1FX.01	-0.024391106
TCGA.A2.A1FZ.01	-0.099874869
TCGA.A2.A1G0.01	-1.068878816
TCGA.A2.A1G1.01	-0.467719519
TCGA.A2.A1G4.01	-1.030734702
TCGA.A2.A1G6.01	-0.024895462
TCGA.A2.A259.01	-1.16477413
TCGA.A2.A25A.01	-0.907780883
TCGA.A2.A25B.01	-0.72284345
TCGA.A2.A25C.01	0.052443116
TCGA.A2.A25D.01	1.284525029
TCGA.A2.A25E.01	-0.008666638
TCGA.A2.A25F.01	-0.342898425
TCGA.A2.A3KC.01	0.07077626
TCGA.A2.A3KD.01	-0.396110956
TCGA.A2.A3XS.01	-0.091262094
TCGA.A2.A3XT.01	-0.294322406
TCGA.A2.A3XU.01	-0.197673045
TCGA.A2.A3XV.01	1.001996268
TCGA.A2.A3XW.01	0.033025196
TCGA.A2.A3XX.01	0.11462114
TCGA.A2.A3XY.01	-0.952268051
TCGA.A2.A3XZ.01	-0.738758907
TCGA.A2.A3Y0.01	-0.985235782
TCGA.A2.A4RW.01	-1.167330681
TCGA.A2.A4RX.01	-1.4305207
TCGA.A2.A4RY.01	-0.159416349
TCGA.A2.A4S0.01	-0.594108016
TCGA.A2.A4S1.01	-0.988148319
TCGA.A2.A4S2.01	-0.388258319
TCGA.A2.A4S3.01	0.240127074
TCGA.A7.A0CD.01	-0.724461272
TCGA.A7.A0CE.01	0.713060803
TCGA.A7.A0CE.11	0.283903159
TCGA.A7.A0CG.01	-0.139259427
TCGA.A7.A0CH.01	-0.238449184
TCGA.A7.A0CH.11	0.116035066
TCGA.A7.A0CJ.01	-0.781090848
TCGA.A7.A0D9.01	-0.018971525
TCGA.A7.A0D9.11	0.152841556
TCGA.A7.A0DA.01	-0.317540617
TCGA.A7.A0DB.01	-0.039138106
TCGA.A7.A0DB.11	-0.052397422
TCGA.A7.A0DC.01	0.187993685
TCGA.A7.A0DC.11	0.044756781
TCGA.A7.A13D.01	-1.451508684
TCGA.A7.A13E.01	-1.047572865
TCGA.A7.A13E.11	0.043992583
TCGA.A7.A13F.01	0.219603745
TCGA.A7.A13F.11	0.171099795
TCGA.A7.A13G.01	-0.73702394
TCGA.A7.A13G.11	0.430155405
TCGA.A7.A13H.01	-0.347806409
TCGA.A7.A26E.01	-0.977454123
TCGA.A7.A26F.01	-0.292874568
TCGA.A7.A26G.01	-0.390739847
TCGA.A7.A26H.01	-1.391581301
TCGA.A7.A26I.01	-0.351885751
TCGA.A7.A26J.01	-0.991352919
TCGA.A7.A2KD.01	-1.276430244
TCGA.A7.A3IY.01	-0.025243906
TCGA.A7.A3IZ.01	-1.155455318
TCGA.A7.A3J0.01	-0.088083471
TCGA.A7.A3J1.01	-1.076725241
TCGA.A7.A3RF.01	-0.579411618
TCGA.A7.A425.01	0.165496505
TCGA.A7.A426.01	-0.171425273
TCGA.A7.A4SA.01	-0.131473692
TCGA.A7.A4SB.01	-0.443474735
TCGA.A7.A4SC.01	-0.870462944
TCGA.A7.A4SD.01	-1.241064577
TCGA.A7.A4SE.01	-1.265310653
TCGA.A7.A4SF.01	0.060987682
TCGA.A7.A56D.01	0.010779279
TCGA.A7.A5ZV.01	-1.291796319
TCGA.A7.A5ZW.01	0.844538816
TCGA.A7.A5ZX.01	0.151239973
TCGA.A7.A6VV.01	-1.248990122
TCGA.A7.A6VW.01	-0.132350554
TCGA.A7.A6VX.01	-1.042898285
TCGA.A7.A6VY.01	-1.344127833
TCGA.A8.A06N.01	-1.034392185
TCGA.A8.A06O.01	-0.747138739
TCGA.A8.A06P.01	-1.214315648
TCGA.A8.A06Q.01	-0.865612633
TCGA.A8.A06R.01	0.204291337
TCGA.A8.A06T.01	0.013837822
TCGA.A8.A06U.01	-0.833272002
TCGA.A8.A06X.01	-0.967094327
TCGA.A8.A06Y.01	0.97301949
TCGA.A8.A06Z.01	-0.794234888
TCGA.A8.A075.01	-0.177999252
TCGA.A8.A076.01	-0.746214423
TCGA.A8.A079.01	-0.915811919
TCGA.A8.A07B.01	-0.873932935
TCGA.A8.A07C.01	-1.056779149
TCGA.A8.A07E.01	-1.03753037
TCGA.A8.A07F.01	-0.674182703
TCGA.A8.A07G.01	-1.159547607
TCGA.A8.A07I.01	-1.233052409
TCGA.A8.A07J.01	-1.037600136
TCGA.A8.A07L.01	-0.980913006
TCGA.A8.A07O.01	-1.068457031
TCGA.A8.A07P.01	-0.360322427
TCGA.A8.A07R.01	-0.070375736
TCGA.A8.A07S.01	0.306272999
TCGA.A8.A07U.01	-1.052480869
TCGA.A8.A07W.01	-0.249700667
TCGA.A8.A07Z.01	-0.155505988
TCGA.A8.A081.01	-0.01388413
TCGA.A8.A082.01	-0.197846208
TCGA.A8.A083.01	-0.679646826
TCGA.A8.A084.01	-0.200243772
TCGA.A8.A085.01	-1.353395706
