sample	Cuproptosis_positive	Cuproptosis_negative	Cuproptosis_activity_score
TCGA-SP-A6QK-01	0.364561104	-0.740632345	1.105193449
TCGA-SQ-A6I4-01	-0.236361954	-0.406300412	0.169938458
TCGA-SQ-A6I4-11	0.741339046	0.780060027	-0.038720982
TCGA-SQ-A6I6-01	0.362485456	-0.312963076	0.675448533
TCGA-SR-A6MP-01	0.585680277	0.419080277	0.166600001
TCGA-SR-A6MQ-01	-0.264998903	-0.542645884	0.277646981
TCGA-SR-A6MR-01	0.384285374	-0.658196069	1.042481443
TCGA-SR-A6MS-01	0.343530017	-0.567293727	0.910823744
TCGA-SR-A6MT-01	-0.397343285	-0.599997194	0.202653909
TCGA-SR-A6MU-01	0.663018204	-0.729574816	1.39259302
TCGA-SR-A6MV-01	-0.306687885	-0.688996585	0.3823087
TCGA-SR-A6MX-01	0.2269044	-0.401053113	0.627957513
TCGA-SR-A6MX-05	-0.20740119	-0.754624449	0.547223259
TCGA-SR-A6MX-06	-0.430343589	-0.548100018	0.117756429
TCGA-SR-A6MY-01	0.452779874	-0.851405048	1.304184922
TCGA-SR-A6MZ-01	0.390373533	-0.407126158	0.797499692
TCGA-SR-A6N0-01	0.713195918	0.683975262	0.029220656
TCGA-TT-A6YJ-01	0.514438429	-0.456452704	0.970891133
TCGA-TT-A6YK-01	-0.369330617	-0.586308248	0.216977631
TCGA-TT-A6YN-01	0.318369033	-0.608492259	0.926861292
TCGA-TT-A6YO-01	0.65922808	0.619312963	0.039915117
TCGA-TT-A6YP-01	-0.588474565	0.541975384	-1.13044995
TCGA-W2-A7H5-01	0.269691666	-0.702326429	0.972018095
TCGA-W2-A7H7-01	0.540908091	-0.377719027	0.918627118
TCGA-W2-A7HA-01	0.186500888	-0.389732668	0.576233557
TCGA-W2-A7HB-01	0.341476837	-0.521401016	0.862877853
TCGA-W2-A7HC-01	0.451259232	-0.453208476	0.904467708
TCGA-W2-A7HD-01	0.188786329	-0.602094601	0.79088093
TCGA-W2-A7HE-01	0.568054603	-0.664763246	1.232817849
TCGA-W2-A7HF-01	-0.278549909	-0.770112078	0.49156217
TCGA-W2-A7HH-01	0.505909329	0.453799522	0.052109807
TCGA-W2-A7UY-01	-0.454673766	-0.605126526	0.15045276
TCGA-WB-A80K-01	0.547311565	0.466352336	0.080959229
TCGA-WB-A80L-01	-0.325442562	-0.512889596	0.187447034
TCGA-WB-A80M-01	0.449840656	-0.645847552	1.095688208
TCGA-WB-A80N-01	0.462763849	-0.387172701	0.849936551
TCGA-WB-A80O-01	-0.284314326	0.255097667	-0.539411993
TCGA-WB-A80P-01	-0.221416239	-0.450203644	0.228787404
TCGA-WB-A80Q-01	-0.2836418	-0.738744166	0.455102366
TCGA-WB-A80V-01	0.308374802	-0.562828453	0.871203255
TCGA-WB-A80Y-01	0.317059772	0.440291701	-0.123231929
TCGA-WB-A814-01	-0.249776056	-0.431724553	0.181948497
TCGA-WB-A815-01	-0.32878046	-0.591513073	0.262732613
TCGA-WB-A816-01	0.886038209	-0.650736873	1.536775082
TCGA-WB-A817-01	0.682677464	-0.312082664	0.994760128
TCGA-WB-A818-01	0.471277765	-0.473142537	0.944420302
TCGA-WB-A819-01	0.542854644	-0.850158096	1.39301274
TCGA-WB-A81A-01	-0.266125089	-0.393056151	0.126931061
TCGA-WB-A81D-01	-0.262649177	0.52770804	-0.790357217
TCGA-WB-A81E-01	0.331151863	-0.677729472	1.008881334
TCGA-WB-A81F-01	0.473490549	-0.433163921	0.90665447
TCGA-WB-A81G-01	0.439166522	-0.368542562	0.807709084
TCGA-WB-A81H-01	0.3968255	-0.372878303	0.769703803
TCGA-WB-A81I-01	0.328508151	-0.520134068	0.84864222
TCGA-WB-A81J-01	-0.341713611	-0.675957691	0.33424408
TCGA-WB-A81K-01	0.438431446	-0.6083661	1.046797546
TCGA-WB-A81M-01	0.289275433	-0.623292329	0.912567762
TCGA-WB-A81N-01	0.317318838	-0.429796093	0.747114931
TCGA-WB-A81P-01	-0.50348978	0.641960215	-1.145449995
TCGA-WB-A81Q-01	0.476829469	-0.547305809	1.024135278
TCGA-WB-A81R-01	0.550108705	-0.516580589	1.066689295
TCGA-WB-A81S-01	-0.447238815	-0.341515758	-0.105723057
TCGA-WB-A81T-01	0.448704024	-0.664225599	1.112929623
TCGA-WB-A81V-01	0.316345077	-0.652716051	0.969061128
TCGA-WB-A81W-01	-0.241685552	-0.734105027	0.492419476
TCGA-WB-A820-01	-0.426188019	-0.500663235	0.074475215
TCGA-WB-A821-01	0.273595884	-0.384415316	0.6580112
TCGA-WB-A822-01	-0.280684628	0.264994431	-0.545679059
TCGA-XG-A823-01	0.283724613	-0.586467272	0.870191885
TCGA-2G-AAEW-01	0.332024664	-0.588476917	0.920501581
TCGA-2G-AAEX-01	0.365473397	-0.69377258	1.059245977
TCGA-2G-AAF1-01	0.433692699	-0.519891382	0.953584082
TCGA-2G-AAF4-01	-0.595405971	-0.541010168	-0.054395803
TCGA-2G-AAF6-01	0.42245523	-0.59335007	1.015805301
TCGA-2G-AAF8-01	-0.463255017	-0.604372053	0.141117036
TCGA-2G-AAFE-01	0.444552042	-0.644596413	1.089148455
TCGA-2G-AAFG-01	0.276483869	-0.304822682	0.581306552
TCGA-2G-AAFG-05	0.418608372	-0.563595959	0.982204331
TCGA-2G-AAFH-01	-0.566482973	-0.549692476	-0.016790497
TCGA-2G-AAFI-01	0.761004182	-0.606276827	1.367281009
TCGA-2G-AAFJ-01	-0.560475614	-0.630185299	0.069709685
TCGA-2G-AAFL-01	0.593996475	-0.767864797	1.361861272
TCGA-2G-AAFM-01	0.474492773	-0.750352091	1.224844864
TCGA-2G-AAFN-01	0.627641318	-0.609393179	1.237034496
TCGA-2G-AAFO-01	0.58017132	-0.704794562	1.284965883
TCGA-2G-AAFV-01	0.485301	-0.754822117	1.240123117
TCGA-2G-AAFY-01	0.510457196	-0.354270105	0.864727301
TCGA-2G-AAFZ-01	0.267363253	-0.64129181	0.908655063
TCGA-2G-AAG0-01	0.661324643	-0.46739028	1.128714923
TCGA-2G-AAG3-01	-0.402196279	-0.84032797	0.438131692
TCGA-2G-AAG5-01	-0.705376105	-0.648258776	-0.057117329
TCGA-2G-AAG6-01	-0.570740134	-0.604861919	0.034121785
TCGA-2G-AAG7-01	0.56952476	-0.653137362	1.222662122
TCGA-2G-AAG8-01	0.672205525	-0.645275856	1.317481381
TCGA-2G-AAG9-01	0.399996833	-0.777140763	1.177137596
TCGA-2G-AAGA-01	0.766617737	-0.638907599	1.405525336
TCGA-2G-AAGC-01	0.525521964	-0.387711772	0.913233735
TCGA-2G-AAGE-01	0.790806137	-0.456864298	1.247670436
TCGA-2G-AAGF-01	0.565906784	-0.618091554	1.183998338
TCGA-2G-AAGG-01	-0.377024077	-0.633142109	0.256118032
TCGA-2G-AAGI-01	-0.397633915	-0.662320147	0.264686231
TCGA-2G-AAGI-05	-0.343597744	-0.779669594	0.43607185
TCGA-2G-AAGJ-01	0.719545794	-0.612260627	1.331806422
TCGA-2G-AAGK-01	0.706397165	-0.573297429	1.279694594
TCGA-2G-AAGM-01	0.297315249	-0.726899761	1.02421501
TCGA-2G-AAGN-01	0.655352464	-0.595860633	1.251213098
TCGA-2G-AAGO-01	0.631480695	-0.580041525	1.21152222
TCGA-2G-AAGP-01	-0.400804095	0.288224848	-0.689028944
TCGA-2G-AAGS-01	0.546760759	-0.683224897	1.229985657
TCGA-2G-AAGT-01	0.371345575	-0.70608046	1.077426036
TCGA-2G-AAGV-01	-0.431948924	0.364276529	-0.796225453
TCGA-2G-AAGW-01	0.562402441	-0.596129474	1.158531915
TCGA-2G-AAGX-01	-0.502203472	-0.557423425	0.055219953
TCGA-2G-AAGY-01	-0.57221546	-0.653190432	0.080974971
TCGA-2G-AAGY-05	-0.420104532	-0.516433909	0.096329378
TCGA-2G-AAGZ-01	0.565948126	-0.761435307	1.327383433
TCGA-2G-AAH0-01	-0.31409503	-0.775947584	0.461852555
TCGA-2G-AAH2-01	-0.672281981	-0.818422789	0.146140808
TCGA-2G-AAH3-01	-0.307624872	-0.635507298	0.327882426
TCGA-2G-AAH4-01	-0.267426575	-0.653026318	0.385599743
TCGA-2G-AAH8-01	0.389461868	-0.580429857	0.969891725
TCGA-2G-AAHA-01	0.378441498	-0.412740149	0.791181647
TCGA-2G-AAHC-01	-0.328037636	-0.630449346	0.30241171
TCGA-2G-AAHG-01	0.415456994	-0.743890344	1.159347338
TCGA-2G-AAHL-01	0.465313404	-0.699485147	1.164798551
TCGA-2G-AAHN-01	0.378109204	-0.678975458	1.057084662
TCGA-2G-AAHP-01	-0.373514948	-0.75751638	0.384001432
TCGA-2G-AAHP-05	0.483818909	-0.581429311	1.06524822
TCGA-2G-AAHT-01	0.412719369	-0.298012457	0.710731826
TCGA-2G-AAKD-01	0.621811142	-0.566963234	1.188774376
TCGA-2G-AAKG-01	0.5976283	-0.667204295	1.264832595
TCGA-2G-AAKG-05	-0.312173762	-0.878644555	0.566470793
TCGA-2G-AAKH-01	0.548378259	-0.664359916	1.212738175
TCGA-2G-AAKL-01	0.693832557	-0.566533212	1.260365769
TCGA-2G-AAKM-01	0.627853225	-0.492192762	1.120045987
TCGA-2G-AAKO-01	0.4347694	-0.59189476	1.02666416
TCGA-2G-AAKO-05	-0.248212949	0.336647941	-0.58486089
TCGA-2G-AAL5-01	-0.381968537	-0.829393562	0.447425026
TCGA-2G-AAL7-01	0.814435808	-0.645934683	1.460370491
TCGA-2G-AALF-01	0.294676952	-0.901592648	1.196269601
TCGA-2G-AALG-01	-0.346377072	-0.563624849	0.217247776
TCGA-2G-AALN-01	0.488265471	-0.675708775	1.163974246
TCGA-2G-AALO-01	-0.32591873	0.601650107	-0.927568837
TCGA-2G-AALP-01	0.767222023	-0.671116282	1.438338305
TCGA-2G-AALQ-01	-0.540265938	-0.858061356	0.317795418
TCGA-2G-AALR-01	0.330487684	-0.772761996	1.10324968
TCGA-2G-AALS-01	0.524369106	-0.594391035	1.118760141
TCGA-2G-AALT-01	-0.288079177	-0.604336442	0.316257265
TCGA-2G-AALW-01	-0.244595229	-0.410811673	0.166216444
TCGA-2G-AALX-01	-0.690515754	-0.652758366	-0.037757389
TCGA-2G-AALY-01	0.408597632	-0.622007226	1.030604858
TCGA-2G-AALZ-01	-0.855731409	-0.438223675	-0.417507735
TCGA-2G-AAM2-01	0.531518999	-0.526507798	1.058026797
TCGA-2G-AAM3-01	-0.592580631	-0.740896287	0.148315656
TCGA-2G-AAM4-01	0.513293981	-0.76810973	1.281403711
TCGA-2X-A9D5-01	-0.435830826	-0.621884759	0.186053933
TCGA-2X-A9D6-01	0.34869239	-0.595917301	0.944609691
TCGA-4K-AA1G-01	0.340155295	-0.730234884	1.070390179
TCGA-4K-AA1H-01	-0.259948238	-0.57602525	0.316077012
TCGA-4K-AA1I-01	0.54571281	-0.685872374	1.231585184
TCGA-4K-AAAL-01	0.525984585	-0.756468104	1.282452689
TCGA-S6-A8JW-01	-0.433629262	-0.359961376	-0.073667886
TCGA-S6-A8JX-01	-0.464765194	-0.816206101	0.351440907
TCGA-S6-A8JY-01	-0.378398586	-0.441249861	0.062851275
TCGA-SB-A6J6-01	-0.460897443	-0.517117325	0.056219882
TCGA-SB-A76C-01	-0.435097019	-0.629049048	0.193952029
TCGA-SN-A6IS-01	0.303433329	-0.691999065	0.995432394
TCGA-SN-A84W-01	-0.66540087	-0.76392527	0.098524401
TCGA-SN-A84X-01	-0.460870724	-0.873439334	0.41256861
TCGA-SN-A84Y-01	0.646272996	-0.79752502	1.443798016
TCGA-SO-A8JP-01	-0.504766779	-0.650235748	0.145468969
TCGA-VF-A8A8-01	0.644237366	-0.436241547	1.080478914
TCGA-VF-A8A9-01	0.284831946	-0.616679934	0.90151188
TCGA-VF-A8AA-01	0.456369579	-0.672436569	1.128806149
TCGA-VF-A8AB-01	0.318317526	-0.384025789	0.702343315
TCGA-VF-A8AC-01	0.440453115	-0.606270284	1.046723398
TCGA-VF-A8AD-01	0.704660991	-0.586145065	1.290806056
TCGA-VF-A8AE-01	0.346998783	-0.596760843	0.943759626
TCGA-W4-A7U2-01	-0.465020551	-0.55758986	0.092569309
TCGA-W4-A7U3-01	-0.357641139	-0.635627278	0.277986139
TCGA-W4-A7U4-01	0.769762328	-0.592623853	1.362386181
TCGA-WZ-A7V3-01	-0.352451976	-0.523941763	0.171489787
TCGA-WZ-A7V4-01	-0.446443733	-0.503165475	0.056721742
TCGA-WZ-A7V5-01	0.448185736	-0.732103041	1.180288777
TCGA-WZ-A8D5-01	-0.454612337	-0.477301116	0.02268878
TCGA-X3-A8G4-01	0.289821914	-0.653664809	0.943486723
TCGA-XE-A8H1-01	0.594643019	-0.618481551	1.21312457
TCGA-XE-A8H4-01	0.326782442	-0.622736417	0.949518859
TCGA-XE-A8H5-01	-0.264467834	-0.502195843	0.237728009
TCGA-XE-A9SE-01	-0.573980509	-0.597445145	0.023464635
TCGA-XE-AANI-01	-0.73327247	-0.619363526	-0.113908944
TCGA-XE-AANJ-01	0.4901424	-0.804594841	1.294737241
TCGA-XE-AANR-01	0.344599912	-0.78060131	1.125201223
TCGA-XE-AANV-01	-0.36456143	-0.691587942	0.327026512
TCGA-XE-AAO3-01	-0.344055879	-0.595450964	0.251395085
TCGA-XE-AAO4-01	-0.376004931	-0.6449903	0.268985369
TCGA-XE-AAO6-01	0.515326845	-0.622742024	1.138068869
TCGA-XE-AAOB-01	0.295452688	-0.625436287	0.920888975
TCGA-XE-AAOC-01	-0.634482768	-0.755189517	0.120706749
TCGA-XE-AAOD-01	-0.281063288	-0.642504643	0.361441355
TCGA-XE-AAOF-01	0.476366263	-0.585573449	1.061939712
TCGA-XE-AAOJ-01	-0.246288626	-0.578030563	0.331741937
TCGA-XE-AAOL-01	-0.377535567	-0.810766034	0.433230467
TCGA-XY-A89B-01	0.287102225	0.37498855	-0.087886325
TCGA-XY-A8S2-01	0.574434843	0.514948379	0.059486465
TCGA-XY-A8S3-01	0.686342349	-0.429061294	1.115403643
TCGA-XY-A9T9-01	-0.370704955	-0.595108332	0.224403377
TCGA-YU-A90P-01	0.526939591	-0.313760142	0.840699733
TCGA-YU-A90Q-01	-0.359505937	-0.425185912	0.065679975
TCGA-YU-A90S-01	0.411435307	0.369700586	0.041734721
TCGA-YU-A90W-01	-0.348122705	-0.624033168	0.275910463
TCGA-YU-A90Y-01	0.524525036	-0.606096595	1.130621632
TCGA-YU-A912-01	-0.349372055	-0.387254949	0.037882894
TCGA-YU-A94D-01	-0.442784754	-0.367631098	-0.075153656
TCGA-YU-A94I-01	0.417074275	-0.747657829	1.164732103
TCGA-YU-AA4L-01	0.609296317	-0.663647762	1.272944079
TCGA-YU-AA61-01	0.348957994	-0.609821811	0.958779806
TCGA-ZM-AA05-01	-0.295921841	-0.655101644	0.359179804
TCGA-ZM-AA06-01	-0.325300147	-0.718759264	0.393459117
TCGA-ZM-AA0B-01	-0.360277209	-0.722382589	0.36210538
TCGA-ZM-AA0D-01	0.371070701	-0.677607005	1.048677706
TCGA-ZM-AA0E-01	0.5402678	-0.795358521	1.335626321
TCGA-ZM-AA0F-01	0.363545221	-0.738093692	1.101638913
TCGA-ZM-AA0H-01	0.396762717	-0.629967546	1.026730264
TCGA-ZM-AA0N-01	-0.405337292	-0.833919406	0.428582113
TCGA-RZ-AB0B-01	0.395050354	-0.411517271	0.806567625
TCGA-V3-A9ZX-01	0.37471892	-0.566908122	0.941627043
TCGA-V3-A9ZY-01	-0.539658498	-0.56514941	0.025490912
TCGA-V4-A9E5-01	-0.432282013	-0.623905456	0.191623442
TCGA-V4-A9E7-01	0.345772173	-0.535824713	0.881596886
TCGA-V4-A9E8-01	-0.525627436	-0.583914392	0.058286956
TCGA-V4-A9E9-01	-0.328247612	-0.520152906	0.191905294
TCGA-V4-A9EA-01	-0.629941987	-0.554592626	-0.07534936
TCGA-V4-A9EC-01	0.36712565	-0.443082146	0.810207796
TCGA-V4-A9ED-01	-0.292521532	-0.653903313	0.361381781
TCGA-V4-A9EE-01	0.309214614	-0.564334488	0.873549102
TCGA-V4-A9EF-01	0.270948179	-0.392321352	0.663269531
TCGA-V4-A9EH-01	-0.351285255	-0.4863178	0.135032544
TCGA-V4-A9EI-01	0.49942351	-0.399583531	0.899007042
TCGA-V4-A9EJ-01	-0.257384569	-0.558814525	0.301429956
TCGA-V4-A9EK-01	0.383784852	-0.722012814	1.105797666
TCGA-V4-A9EL-01	0.583215401	-0.346604201	0.929819602
TCGA-V4-A9EM-01	-0.541775452	-0.432877541	-0.10889791
TCGA-V4-A9EO-01	0.301708826	-0.633045408	0.934754234
TCGA-V4-A9EQ-01	-0.371333095	-0.55197457	0.180641475
TCGA-V4-A9ES-01	0.61195472	-0.568581996	1.180536716
TCGA-V4-A9ET-01	-0.346383004	-0.674900415	0.328517411
TCGA-V4-A9EU-01	0.287383254	0.614776516	-0.327393262
TCGA-V4-A9EV-01	0.341439499	0.259200294	0.082239205
TCGA-V4-A9EW-01	0.409609636	-0.39853635	0.808145987
TCGA-V4-A9EX-01	0.530991157	0.337578838	0.19341232
TCGA-V4-A9EY-01	-0.654480115	-0.557871458	-0.096608657
TCGA-V4-A9EZ-01	-0.418596377	-0.525158128	0.106561751
TCGA-V4-A9F0-01	0.270292268	-0.517941372	0.788233639
TCGA-V4-A9F1-01	0.633200079	0.32569959	0.307500489
TCGA-V4-A9F2-01	-0.376058517	-0.618275552	0.242217035
TCGA-V4-A9F3-01	0.300612163	-0.445043169	0.745655333
TCGA-V4-A9F4-01	0.310994605	0.37658441	-0.065589805
TCGA-V4-A9F5-01	0.227342713	-0.676359649	0.903702362
TCGA-V4-A9F7-01	0.469196771	0.370156065	0.099040706
TCGA-V4-A9F8-01	-0.493829801	-0.550787103	0.056957303
TCGA-VD-A8K7-01	0.433070401	0.40248753	0.030582872
TCGA-VD-A8K8-01	0.272528859	0.367521891	-0.094993031
TCGA-VD-A8K9-01	0.333821953	-0.375176046	0.708997998
TCGA-VD-A8KA-01	-0.359590936	-0.618203987	0.258613051
TCGA-VD-A8KB-01	-0.321292177	-0.469113185	0.147821008
TCGA-VD-A8KD-01	0.371968567	-0.553204986	0.925173553
TCGA-VD-A8KE-01	-0.435200973	0.382876045	-0.818077018
TCGA-VD-A8KF-01	0.527062338	0.473884024	0.053178314
TCGA-VD-A8KG-01	-0.413655465	-0.592821239	0.179165774
TCGA-VD-A8KH-01	0.569119469	-0.696877454	1.265996923
TCGA-VD-A8KI-01	-0.408007437	-0.591320696	0.183313259
TCGA-VD-A8KJ-01	0.678817974	0.411527576	0.267290397
TCGA-VD-A8KK-01	-0.323247512	-0.515378141	0.192130629
TCGA-VD-A8KL-01	0.24512138	-0.365111256	0.610232636
TCGA-VD-A8KM-01	0.286519263	-0.520504736	0.807023998
TCGA-VD-A8KN-01	-0.221871552	-0.2577328	0.035861248
TCGA-VD-A8KO-01	0.497101024	0.571811829	-0.074710805
TCGA-VD-AA8M-01	0.285600539	-0.398994338	0.684594877
TCGA-VD-AA8N-01	0.399424341	-0.468775534	0.868199875
TCGA-VD-AA8O-01	0.512950315	-0.460601331	0.973551647
TCGA-VD-AA8P-01	-0.265449868	-0.536802122	0.271352254
TCGA-VD-AA8Q-01	-0.554255465	-0.531449902	-0.022805563
TCGA-VD-AA8R-01	0.513285509	0.318106668	0.19517884
TCGA-VD-AA8S-01	-0.52087696	-0.689079505	0.168202544
TCGA-VD-AA8T-01	0.488532483	-0.558650258	1.047182742
TCGA-WC-A87T-01	0.612268123	-0.28314683	0.895414953
TCGA-WC-A87U-01	0.445555233	-0.517958717	0.96351395
TCGA-WC-A87W-01	0.239618402	-0.49252162	0.732140023
TCGA-WC-A87Y-01	0.266984566	0.338803503	-0.071818937
TCGA-WC-A880-01	0.305466609	0.471557131	-0.166090522
TCGA-WC-A881-01	-0.223698082	-0.64643672	0.422738638
TCGA-WC-A882-01	-0.3723841	-0.65206017	0.279676069
TCGA-WC-A883-01	0.317633368	-0.557660456	0.875293824
TCGA-WC-A884-01	-0.40343846	-0.466552004	0.063113544
TCGA-WC-A885-01	-0.304256261	-0.467675161	0.1634189
TCGA-WC-A888-01	-0.2817374	-0.372549853	0.090812453
TCGA-WC-A88A-01	0.509560933	-0.388471672	0.898032605
TCGA-WC-AA9A-01	0.623825815	-0.638512009	1.262337824
TCGA-WC-AA9E-01	0.506671195	-0.761067043	1.267738238
TCGA-YZ-A980-01	-0.285537629	-0.480374747	0.194837119
TCGA-YZ-A982-01	-0.550323367	-0.668984157	0.11866079
TCGA-YZ-A983-01	0.33506047	0.313892092	0.021168377
TCGA-YZ-A984-01	-0.468120546	-0.618431925	0.150311379
TCGA-YZ-A985-01	0.340864132	-0.51494075	0.855804882
TCGA-3G-AB0O-01	0.4160706	-0.594840406	1.010911006
TCGA-3G-AB0Q-01	0.506427701	-0.660537636	1.166965337
TCGA-3G-AB0T-01	0.237063145	-0.591097949	0.828161095
TCGA-3G-AB14-01	0.545918221	-0.564816411	1.110734632
TCGA-3G-AB19-01	0.558810609	0.595610507	-0.036799898
TCGA-3Q-A9WF-01	0.302298279	-0.74017132	1.042469599
TCGA-3S-A8YW-01	0.373201445	-0.340372295	0.71357374
TCGA-3S-AAYX-01	0.292276597	-0.632886517	0.925163114
TCGA-3T-AA9L-01	0.268509019	-0.709388071	0.97789709
TCGA-4V-A9QI-01	0.358766002	-0.61348077	0.972246772
TCGA-4V-A9QJ-01	0.308814493	-0.426761824	0.735576317
TCGA-4V-A9QL-01	0.265934419	-0.61446653	0.880400949
TCGA-4V-A9QM-01	-0.526971258	-0.322760394	-0.204210864
TCGA-4V-A9QN-01	0.631077802	-0.638491525	1.269569327
TCGA-4V-A9QR-01	0.349659995	-0.650329335	0.99998933
TCGA-4V-A9QS-01	0.693833734	-0.578987892	1.272821626
TCGA-4V-A9QT-01	0.666538506	-0.460674868	1.127213374
TCGA-4V-A9QU-01	0.380087364	-0.54506807	0.925155434
TCGA-4V-A9QW-01	-0.389901084	-0.718828943	0.328927859
TCGA-4V-A9QX-01	0.369335536	-0.708265579	1.077601115
TCGA-4X-A9F9-01	0.379517541	-0.768571427	1.148088968
TCGA-4X-A9FA-01	0.506388356	-0.600514359	1.106902716
TCGA-4X-A9FB-01	0.475945312	-0.577824103	1.053769415
TCGA-4X-A9FC-01	0.456944229	-0.609516567	1.066460796
TCGA-4X-A9FD-01	0.846693339	-0.605892501	1.45258584
TCGA-5G-A9ZZ-01	0.475502547	0.371012185	0.104490362
TCGA-5K-AAAP-01	0.404650103	-0.567236483	0.971886586
TCGA-5U-AB0D-01	0.346799593	-0.711757256	1.05855685
TCGA-5U-AB0E-01	0.448370322	-0.717998384	1.166368706
TCGA-5U-AB0F-01	-0.266277662	-0.63393762	0.367659957
TCGA-5V-A9RR-01	-0.419511166	-0.893047529	0.473536363
TCGA-X7-A8D6-01	0.452808232	-0.357234707	0.810042939
TCGA-X7-A8D6-11	-0.412603739	-0.648559883	0.235956143
TCGA-X7-A8D7-01	0.338641514	-0.458628258	0.797269772
TCGA-X7-A8D7-11	-0.321492007	-0.45300349	0.131511483
TCGA-X7-A8D8-01	0.493734453	-0.542220317	1.03595477
TCGA-X7-A8D9-01	0.346973726	-0.53365692	0.880630646
TCGA-X7-A8DB-01	0.602678132	-0.556365195	1.159043327
TCGA-X7-A8DD-01	0.339105112	-0.689021207	1.028126319
TCGA-X7-A8DE-01	0.243486749	-0.684371326	0.927858075
TCGA-X7-A8DF-01	0.376031734	-0.386984508	0.763016243
TCGA-X7-A8DG-01	0.495053068	-0.446353847	0.941406915
TCGA-X7-A8DJ-01	-0.302750046	-0.494393806	0.191643761
TCGA-X7-A8M0-01	0.303169816	-0.575855901	0.879025718
TCGA-X7-A8M1-01	0.325632746	-0.404751699	0.730384446
TCGA-X7-A8M3-01	0.646855347	-0.836874656	1.483730003
TCGA-X7-A8M4-01	0.325083312	-0.569523396	0.894606707
TCGA-X7-A8M5-01	0.469359071	-0.728936029	1.198295101
TCGA-X7-A8M6-01	0.308471752	-0.80536071	1.113832461
TCGA-X7-A8M7-01	0.428617823	-0.652067598	1.080685421
TCGA-X7-A8M8-01	0.314380224	-0.486091636	0.80047186
TCGA-XH-A853-01	-0.214491333	-0.556817413	0.342326079
TCGA-XM-A8R8-01	-0.591336023	0.379523605	-0.970859629
TCGA-XM-A8R9-01	0.340388885	-0.694420671	1.034809556
TCGA-XM-A8RB-01	0.297306526	-0.574192442	0.871498969
TCGA-XM-A8RC-01	0.531110018	0.328470527	0.202639491
TCGA-XM-A8RD-01	0.603064617	-0.415976903	1.01904152
TCGA-XM-A8RE-01	-0.293424511	-0.453438103	0.160013592
TCGA-XM-A8RF-01	0.505515416	-0.619291652	1.124807068
TCGA-XM-A8RG-01	0.454734543	-0.404826935	0.859561478
TCGA-XM-A8RH-01	0.392778815	-0.624683414	1.017462229
TCGA-XM-A8RI-01	0.466027624	-0.431878023	0.897905647
TCGA-XM-A8RL-01	0.37563545	-0.36354173	0.739177181
TCGA-XM-AAZ1-01	0.561822698	-0.396354001	0.958176699
TCGA-XM-AAZ2-01	0.507040223	-0.637254302	1.144294525
TCGA-XM-AAZ3-01	0.489232749	-0.446876483	0.936109232
TCGA-XU-A92O-01	0.47058221	-0.773859989	1.244442199
TCGA-XU-A92Q-01	0.417601557	-0.560217692	0.97781925
TCGA-XU-A92T-01	0.352364663	0.39134162	-0.038976957
TCGA-XU-A92U-01	-0.267889282	-0.666572643	0.398683361
TCGA-XU-A92V-01	0.281571119	-0.262384422	0.543955541
TCGA-XU-A92W-01	0.581087554	-0.530652012	1.111739567
TCGA-XU-A92X-01	0.48200245	-0.680428429	1.162430879
TCGA-XU-A92Y-01	0.774633981	-0.597695711	1.372329691
TCGA-XU-A92Z-01	-0.69339962	0.5530586	-1.24645822
TCGA-XU-A930-01	0.725579956	-0.689733506	1.415313462
TCGA-XU-A931-01	0.684555483	-0.4471251	1.131680583
TCGA-XU-A932-01	0.467805148	-0.5705289	1.038334048
TCGA-XU-A933-01	0.469567771	-0.309057323	0.778625095
TCGA-XU-A936-01	0.325572397	-0.568703087	0.894275484
TCGA-XU-AAXV-01	0.545031862	-0.422135497	0.967167358
TCGA-XU-AAXW-01	0.566119854	-0.397036311	0.963156165
TCGA-XU-AAXX-01	0.459924646	-0.448297824	0.908222469
TCGA-XU-AAXY-01	0.335075951	-0.589624818	0.924700769
TCGA-XU-AAXZ-01	-0.393757315	-0.634216636	0.240459321
TCGA-XU-AAY0-01	-0.341628079	-0.740334476	0.398706396
TCGA-XU-AAY1-01	-0.261115334	-0.644189322	0.383073988
TCGA-YT-A95D-01	-0.432564291	0.600453126	-1.033017417
TCGA-YT-A95E-01	0.402631109	-0.599734471	1.002365579
TCGA-YT-A95F-01	-0.372515643	0.48780484	-0.860320483
TCGA-YT-A95G-01	0.513146365	-0.557854861	1.071001226
TCGA-YT-A95H-01	0.336795524	-0.398876813	0.735672337
TCGA-ZB-A961-01	0.692171702	-0.707388979	1.399560681
TCGA-ZB-A962-01	0.411206334	0.382340334	0.028866
TCGA-ZB-A963-01	-0.394762574	-0.517847554	0.12308498
TCGA-ZB-A964-01	-0.20000373	0.444737003	-0.644740733
TCGA-ZB-A965-01	-0.462818927	0.289736774	-0.752555701
TCGA-ZB-A966-01	-0.375553245	0.266299292	-0.641852538
TCGA-ZB-A969-01	0.422984287	0.509127024	-0.086142737
TCGA-ZB-A96A-01	0.377635889	-0.733856963	1.111492852
TCGA-ZB-A96B-01	0.294141614	-0.381397131	0.675538745
TCGA-ZB-A96C-01	-0.315343293	0.571061172	-0.886404465
TCGA-ZB-A96D-01	-0.59543789	-0.431939257	-0.163498633
TCGA-ZB-A96E-01	0.60218632	-0.554931061	1.157117381
