sample	FDX1	LIAS	LIPT1	DLD	DLAT	PDHA1	PDHB	MTF1	GLS	CDKN2A
TCGA-D3-A51H-06	0.0707638	0.043297842	0.0296734	0.2393631	0.044971975	0.04189318	0.0548014	0.028460857	0.124756638	0.12256105
TCGA-D3-A51J-06	0.062987233	0.042917294	0.030078127	0.241135225	0.04186025	0.04473192	0.050335744	0.028425971	0.130416975	0.09659615
TCGA-D3-A51K-06	0.076558667	0.042268876	0.030244473	0.1645344	0.063798225	0.04202474	0.045646	0.030308843	0.106137063	0.03905645
TCGA-D3-A51N-06	0.06968195	0.038948815	0.026404918	0.14195415	0.04188055	0.3189442	0.038672378	0.027448486	0.120048563	0.19586825
TCGA-D3-A51R-06	0.068609533	0.044287013	0.028313682	0.20266015	0.0507929	0.04284636	0.036041433	0.029118886	0.1279814	0.2059936
TCGA-D3-A51T-06	0.074248	0.040722399	0.030755618	0.0878008	0.057743775	0.16259156	0.043519722	0.030416686	0.122849075	0.037946525
TCGA-D3-A5GL-06	0.094083983	0.047553667	0.0404881	0.1804407	0.057891225	0.0529937	0.046144244	0.035127257	0.130334625	0.0552393
TCGA-D3-A5GN-06	0.129011167	0.0484208	0.029527618	0.194024025	0.06756725	0.25768394	0.052968333	0.035124114	0.132415325	0.076315675
TCGA-D3-A5GO-06	0.07590785	0.0482692	0.069273573	0.134435025	0.05270445	0.05312306	0.049779333	0.034286986	0.128184563	0.05249165
TCGA-D3-A5GR-06	0.099309583	0.04678604	0.033773882	0.23814635	0.0617533	0.3186232	0.048569911	0.031232529	0.109954725	0.180524625
TCGA-D3-A5GS-06	0.1236662	0.049884057	0.072152273	0.20186185	0.08545145	0.04466632	0.047349589	0.031387586	0.124094825	0.066821375
TCGA-D3-A5GT-01	0.159716367	0.04375972	0.069949764	0.2548763	0.2847496	0.06531664	0.039183511	0.028731429	0.111962975	0.06211645
TCGA-D3-A5GU-06	0.1665491	0.044984883	0.038765645	0.238418775	0.21040665	0.04554212	0.066703433	0.027976571	0.1219159	0.59845705
TCGA-D3-A8GB-06	0.103918583	0.044090073	0.045758491	0.1903357	0.067246	0.05625808	0.054456722	0.0277448	0.119886075	0.100033475
TCGA-D3-A8GC-06	0.215239583	0.053602773	0.038504527	0.255076075	0.099164425	0.05957682	0.057498889	0.0351206	0.132479263	0.048873125
TCGA-D3-A8GD-06	0.098335167	0.047967773	0.037250145	0.24875805	0.06474245	0.353973	0.054550689	0.029882543	0.125044063	0.1110625
TCGA-D3-A8GE-06	0.084661833	0.04546696	0.041998227	0.2479882	0.069844925	0.05231614	0.0474873	0.0285125	0.123874075	0.11905275
TCGA-D3-A8GI-06	0.091529833	0.0429609	0.040600064	0.25552595	0.10189905	0.0573758	0.039555489	0.031877286	0.127613588	0.0431969
TCGA-D3-A8GJ-06	0.122340183	0.05549948	0.080785836	0.240130125	0.074152975	0.05986278	0.062575	0.0295745	0.125729738	0.13044425
TCGA-D3-A8GK-06	0.097691383	0.04553728	0.043319191	0.25294865	0.05825515	0.05053894	0.055209711	0.030189229	0.119817925	0.040846775
TCGA-D3-A8GL-06	0.0877192	0.047556986	0.038214018	0.254142075	0.049083175	0.04772278	0.052704956	0.029490243	0.119924388	0.20325415
TCGA-D3-A8GM-06	0.160505433	0.043627133	0.035410282	0.25428825	0.067169325	0.04905612	0.048763933	0.026855386	0.111534263	0.050733075
TCGA-D3-A8GN-06	0.09306295	0.04751622	0.037343582	0.235380625	0.059585675	0.29637814	0.049503778	0.027557586	0.110588838	0.08776765
TCGA-D3-A8GO-06	0.084031433	0.046460947	0.0350653	0.162776975	0.068699975	0.2985692	0.049000467	0.0308424	0.12401165	0.078606375
TCGA-D3-A8GP-06	0.159286617	0.03702928	0.047594982	0.24368415	0.150038125	0.04595714	0.047229611	0.029256586	0.125144763	0.045904575
TCGA-D3-A8GQ-06	0.09851815	0.056146753	0.078312518	0.242008925	0.07352175	0.0592492	0.047326289	0.028348614	0.107865713	0.051976725
TCGA-D3-A8GR-06	0.17815485	0.04974584	0.041726	0.216505125	0.0789828	0.256394	0.0598041	0.031024286	0.127363838	0.089644625
TCGA-D3-A8GS-06	0.1013797	0.037862321	0.037255509	0.1979611	0.046045075	0.04608788	0.049798556	0.023370629	0.114677288	0.1710535
TCGA-D3-A8GV-06	0.232576333	0.04473534	0.046698391	0.189509175	0.137501875	0.04919874	0.056585089	0.029799671	0.129934375	0.247546675
TCGA-D9-A148-06	0.145735767	0.054286013	0.077617909	0.240043875	0.09302545	0.0478322	0.044857633	0.0330604	0.111812938	0.074024075
TCGA-D9-A149-06	0.160122333	0.053448587	0.04206144	0.261038725	0.0715599	0.26931178	0.063622989	0.0322033	0.135174575	0.224261525
TCGA-D9-A1JW-06	0.165589533	0.046032926	0.03835428	0.257126825	0.060871	0.06093928	0.073889667	0.0310221	0.13139955	0.1375516
TCGA-D9-A1JX-06	0.118699817	0.04046272	0.035767545	0.206016125	0.0728197	0.17000046	0.0467317	0.0328542	0.1226981	0.22269115
TCGA-D9-A1X3-06	0.120722783	0.045913053	0.0501078	0.175187575	0.0812651	0.06020378	0.041999789	0.028447614	0.132834538	0.05383995
TCGA-D9-A3Z1-06	0.099901783	0.05090302	0.071835673	0.2708584	0.0544513	0.06565848	0.060017178	0.034703514	0.13051005	0.14267315
TCGA-D9-A3Z3-06	0.11841235	0.048798427	0.037237618	0.252953825	0.098373475	0.381462	0.057954544	0.030739743	0.129216713	0.10207935
TCGA-D9-A3Z4-01	0.1060859	0.050441953	0.073738136	0.247909	0.069772025	0.0510928	0.047473067	0.035572486	0.141024938	0.214628225
TCGA-D9-A4Z2-01	0.074787467	0.04805934	0.029134227	0.11962615	0.0514187	0.05371468	0.046352511	0.034998429	0.132527325	0.213509275
TCGA-D9-A4Z3-01	0.105205983	0.04089274	0.025177936	0.245245125	0.05104435	0.4739856	0.040655911	0.027875429	0.122994575	0.1888584
TCGA-D9-A4Z5-01	0.141064733	0.042768093	0.038214264	0.22078755	0.082843975	0.0417373	0.050142633	0.026563429	0.128793775	0.27213725
TCGA-D9-A4Z6-06	0.073575533	0.04570218	0.027445191	0.09960925	0.068484775	0.04904292	0.045777022	0.033114814	0.135823538	0.04688015
TCGA-D9-A6E9-06	0.120758067	0.043766373	0.070338836	0.24395115	0.08130155	0.3444606	0.065586756	0.028101157	0.120099363	0.132746975
TCGA-D9-A6EA-06	0.135073267	0.039661413	0.074912945	0.2187627	0.08514885	0.0574333	0.071538811	0.030239957	0.118507938	0.037116625
TCGA-D9-A6EC-06	0.18099515	0.035493893	0.035409627	0.180229075	0.33688505	0.04693042	0.034189567	0.027496743	0.127584963	0.04189
TCGA-D9-A6EG-06	0.131440717	0.04435482	0.071751382	0.23317515	0.182992125	0.0556264	0.059617833	0.027131629	0.1132032	0.043581625
TCGA-DA-A1HV-06	0.15084505	0.053906192	0.0427304	0.229417625	0.0706855	0.2405018	0.060800444	0.037077614	0.1360837	0.07803425
TCGA-DA-A1HW-06	0.103860083	0.052680178	0.042250336	0.202704575	0.0700135	0.29190334	0.062474011	0.034502843	0.136665475	0.11321815
TCGA-DA-A1HY-06	0.093511283	0.048717533	0.083737118	0.197752275	0.067597575	0.05322732	0.044738133	0.034456229	0.13024201	0.20962785
TCGA-DA-A1I0-06	0.1073462	0.044078173	0.070357691	0.241838725	0.0709325	0.05311312	0.048479889	0.0319377	0.137234663	0.201431875
TCGA-DA-A1I1-06	0.125465817	0.050869513	0.077519736	0.229766625	0.0880803	0.05795332	0.055477589	0.033640529	0.136783325	0.0966314
TCGA-DA-A1I2-06	0.153026167	0.04776048	0.035645955	0.225317675	0.201952475	0.05434332	0.050269833	0.031846514	0.1445399	0.1830766
TCGA-DA-A1I4-06	0.09147225	0.047410793	0.04375816	0.1500441	0.071020225	0.06309334	0.045159411	0.035835586	0.1083531	0.0623367
TCGA-DA-A1I5-06	0.101094783	0.052040373	0.077207464	0.239232825	0.0661697	0.30867608	0.049032222	0.0311142	0.139335813	0.140478875
TCGA-DA-A1I7-06	0.1723577	0.051171187	0.049513791	0.2455456	0.07260665	0.06108604	0.051387856	0.032810186	0.142683038	0.20183425
TCGA-DA-A1I8-06	0.119384967	0.056692747	0.0863568	0.206695125	0.0772618	0.2382387	0.044538189	0.037706029	0.140338013	0.04431875
TCGA-DA-A1IA-06	0.13724366	0.045602713	0.045409	0.21906745	0.088591525	0.40175324	0.050723811	0.031438443	0.140294825	0.04968675
TCGA-DA-A1IB-06	0.088418683	0.042221138	0.037656573	0.258597925	0.059670825	0.429542	0.061124633	0.031492571	0.135292763	0.174964375
TCGA-DA-A1IC-06	0.16694445	0.052363493	0.048517355	0.27504385	0.066042125	0.05518934	0.049962967	0.032646429	0.08031225	0.0906504
TCGA-DA-A3F2-06	0.088531067	0.047617533	0.081933436	0.25930845	0.057647825	0.04982176	0.0580188	0.033174286	0.124215038	0.130458475
TCGA-DA-A3F3-06	0.117104033	0.054801	0.087370664	0.119514075	0.078120275	0.0486189	0.043792878	0.027314	0.138123441	0.22602245
TCGA-DA-A3F5-06	0.160462	0.052230347	0.051216355	0.199511975	0.142740675	0.05002474	0.044381242	0.030816043	0.14485255	0.057766025
TCGA-DA-A3F8-06	0.08008705	0.055578213	0.040107855	0.245137725	0.048720625	0.04617316	0.058018489	0.0311854	0.1184467	0.46349875
TCGA-DA-A95V-06	0.106070483	0.04219478	0.040374445	0.188666875	0.074577675	0.24671202	0.044605833	0.027990843	0.107210938	0.111636275
TCGA-DA-A95W-06	0.127442133	0.050248273	0.0594485	0.256211425	0.33109725	0.0617437	0.063849978	0.030943671	0.120322063	0.532884875
TCGA-DA-A95X-06	0.089167667	0.049878347	0.03974626	0.103876025	0.08244875	0.05211424	0.045791586	0.031389229	0.129959488	0.1744178
TCGA-DA-A95Y-06	0.199281817	0.047912873	0.038438155	0.253792425	0.07811415	0.05342638	0.069055767	0.0295362	0.134148438	0.050172475
TCGA-DA-A95Z-06	0.230038767	0.046383067	0.688283182	0.25760655	0.5463275	0.05958326	0.054534867	0.029387129	0.1232894	0.665756
TCGA-DA-A960-01	0.1493957	0.038001007	0.069494082	0.228517525	0.059059375	0.04764058	0.041405889	0.026100729	0.1174094	0.037625875
TCGA-EB-A1NK-01	0.1578997	0.049419933	0.041436518	0.19621935	0.0559858	0.05149046	0.049283444	0.029587157	0.13943125	0.0727682
TCGA-EB-A24C-01	0.1343728	0.050888101	0.04687653	0.251199325	0.101929167	0.0620042	0.042361248	0.0311033	0.136535825	0.1941598
TCGA-EB-A24D-01	0.183676733	0.056503583	0.039691836	0.25321785	0.12484395	0.06584766	0.0455194	0.0351404	0.125827763	0.082952675
TCGA-EB-A299-01	0.079086767	0.055266287	0.04968607	0.21259045	0.06308735	0.05811204	0.051728167	0.032394714	0.136721238	0.1904757
TCGA-EB-A3HV-01	0.1905388	0.058068493	0.044030936	0.259344425	0.16377235	0.05890774	0.047836756	0.034157886	0.130566663	0.188750475
TCGA-EB-A3XB-01	0.1097332	0.047987827	0.036522391	0.197090875	0.074213075	0.04998868	0.049400067	0.030599271	0.108490275	0.08042405
TCGA-EB-A3XC-01	0.155221867	0.052991753	0.029926045	0.156718175	0.0620659	0.05033032	0.046155144	0.0309624	0.133696625	0.237656925
TCGA-EB-A3XD-01	0.12319295	0.045491367	0.04188984	0.240456925	0.06194125	0.4005344	0.065390644	0.0375025	0.120861988	0.213695
TCGA-EB-A3XE-01	0.097454583	0.050928173	0.03447744	0.221121175	0.0689485	0.29747	0.048358367	0.030865386	0.133118288	0.56348955
TCGA-EB-A3XF-01	0.114237467	0.05233664	0.066894318	0.221593725	0.085201825	0.05201818	0.057091967	0.029872129	0.140790013	0.15508665
TCGA-EB-A3Y6-01	0.138776383	0.04573372	0.034118473	0.19610405	0.096823825	0.3852678	0.047291544	0.032005143	0.134184525	0.1014757
TCGA-EB-A3Y7-01	0.1489558	0.047059993	0.03848745	0.270864975	0.070868775	0.3835188	0.046681133	0.036122686	0.1371276	0.05669135
TCGA-EB-A41A-01	0.104770133	0.05143994	0.069569845	0.265117125	0.0631467	0.04845314	0.060358989	0.030639229	0.141902113	0.0648954
TCGA-EB-A41B-01	0.18164595	0.045989387	0.034246664	0.125222675	0.087057425	0.2904489	0.060978756	0.033122314	0.131821875	0.07133535
TCGA-EB-A42Y-01	0.110082017	0.04691368	0.032443045	0.148335625	0.05427525	0.1359805	0.042870378	0.029556629	0.132803438	0.1986268
TCGA-EB-A42Z-01	0.188978183	0.051263727	0.0729453	0.27245665	0.07052225	0.05628506	0.0495863	0.035070843	0.135856138	0.211157275
TCGA-EB-A430-01	0.090352733	0.056322247	0.033118355	0.191313875	0.067599475	0.05185358	0.046751767	0.035719	0.132006275	0.076967625
TCGA-EB-A431-01	0.136259333	0.031681107	0.062185673	0.225832625	0.0731335	0.04607344	0.046120778	0.025140957	0.129343575	0.057287425
TCGA-EB-A44N-01	0.0867711	0.040765687	0.026160464	0.21056035	0.059215675	0.04235932	0.049712889	0.025486714	0.119418175	0.1408774
TCGA-EB-A44O-01	0.09439025	0.040632	0.026529964	0.249375775	0.054103125	0.04292348	0.035537022	0.027809614	0.129456863	0.058635075
TCGA-EB-A44P-01	0.131816783	0.041597221	0.032641218	0.203304375	0.04618785	0.1964446	0.041899778	0.024158986	0.061094288	0.059386975
TCGA-EB-A44Q-06	0.10627135	0.0431537	0.066357664	0.243702475	0.050071575	0.33395588	0.046091944	0.027361243	0.128400788	0.076762025
TCGA-EB-A44R-06	0.10498495	0.043683633	0.067593673	0.227927325	0.0646942	0.05575984	0.048749678	0.030742071	0.12816085	0.07392145
TCGA-EB-A4IQ-01	0.113916967	0.0369376	0.064508682	0.1971254	0.0614766	0.22459302	0.046113911	0.027645957	0.13209565	0.08301525
TCGA-EB-A4IS-01	0.07534625	0.04044642	0.030659282	0.196516925	0.048889925	0.04569806	0.0471752	0.0286753	0.124865238	0.09382225
TCGA-EB-A4OY-01	0.109399283	0.041092781	0.0311607	0.21742	0.059429725	0.3813944	0.042430367	0.029591129	0.130117675	0.07891015
TCGA-EB-A4OZ-01	0.077663083	0.040620747	0.061752391	0.229661075	0.0562576	0.3368786	0.053712322	0.028894529	0.12840915	0.143087575
TCGA-EB-A4P0-01	0.0931374	0.043659393	0.068938509	0.192224875	0.09178335	0.04678996	0.041386611	0.032224929	0.12845175	0.1312141
TCGA-EB-A4XL-01	0.102198567	0.05225354	0.070376464	0.141591625	0.083504625	0.22731544	0.047749356	0.032552886	0.124564225	0.224457325
TCGA-EB-A51B-01	0.117092467	0.051834953	0.063966127	0.226560975	0.189106875	0.05112404	0.061073578	0.0368586	0.122750563	0.0572946
TCGA-EB-A550-01	0.10827472	0.066532467	0.03337144	0.2249675	0.0732924	0.3229257	0.062110822	0.041190583	0.120199675	0.219164975
TCGA-EB-A551-01	0.107131367	0.046932933	0.074062836	0.21526095	0.06474055	0.3555556	0.058821722	0.0337571	0.117049688	0.1451231
TCGA-EB-A553-01	0.106078117	0.040016027	0.031852609	0.237124625	0.0686105	0.05050032	0.042759956	0.029964214	0.124326688	0.0694551
TCGA-EB-A57M-01	0.117868367	0.0386626	0.069103155	0.1277375	0.093017575	0.04701184	0.041678367	0.028422386	0.123499925	0.099994925
TCGA-EB-A5FP-01	0.08164355	0.052676893	0.061663727	0.07271415	0.063818875	0.2118317	0.039140756	0.031813557	0.121321388	0.052690225
TCGA-EB-A5KH-06	0.176409167	0.044089571	0.063908873	0.223940175	0.15459755	0.05838822	0.061403744	0.030758543	0.119134338	0.25634685
TCGA-EB-A5SE-01	0.107338383	0.045741813	0.068992091	0.252968975	0.3373526	0.04802504	0.050147578	0.0268999	0.121554763	0.262951175
TCGA-EB-A5SF-01	0.10060585	0.04192016	0.036928027	0.235489475	0.0887055	0.24263316	0.041407467	0.029363143	0.12183165	0.255566625
TCGA-EB-A5SG-06	0.091447533	0.034144627	0.072005055	0.230730175	0.05190805	0.4049984	0.064219411	0.0267595	0.107350038	0.193235925
TCGA-EB-A5SH-06	0.160689183	0.039895653	0.053764127	0.206239725	0.132004025	0.3957384	0.044233511	0.027631357	0.125819413	0.217157825
TCGA-EB-A5UL-06	0.09015395	0.040394447	0.032984473	0.203356125	0.063428625	0.04473018	0.044790278	0.027843786	0.123102813	0.11878585
TCGA-EB-A5UM-01	0.16667865	0.044235213	0.030341373	0.2498767	0.055203925	0.32612278	0.055953933	0.027695229	0.118378513	0.23727465
TCGA-EB-A5UN-06	0.11061625	0.04569014	0.070527391	0.247530125	0.0503139	0.04491002	0.042581989	0.032897529	0.1112646	0.06653475
TCGA-EB-A5VU-01	0.116489533	0.042440967	0.066121618	0.134887775	0.191238975	0.04772654	0.042203189	0.023927143	0.10055025	0.064628525
TCGA-EB-A5VV-06	0.10073475	0.05259386	0.030806427	0.242586725	0.132410325	0.4016046	0.064840578	0.027802714	0.09081805	0.145709375
TCGA-EB-A6L9-06	0.091925033	0.03921764	0.030383627	0.23621315	0.0683244	0.05258232	0.053728433	0.030830414	0.112918363	0.13212705
TCGA-EB-A6QY-01	0.113814867	0.050450493	0.031238355	0.215391225	0.123536667	0.06130242	0.0460227	0.0277284	0.085618238	0.095020075
TCGA-EB-A6QZ-01	0.121670117	0.056754833	0.072657527	0.217752075	0.16581345	0.16798156	0.051321433	0.027414229	0.110047113	0.141407875
TCGA-EB-A6R0-01	0.1193297	0.052439322	0.080438191	0.18634035	0.082773733	0.25490294	0.0549992	0.035647529	0.094905525	0.209305525
TCGA-EB-A82B-01	0.118060767	0.047077133	0.033947636	0.2426817	0.069488825	0.37758034	0.0493463	0.032009886	0.128548088	0.065785025
TCGA-EB-A82C-01	0.158380833	0.04851312	0.035372945	0.193694425	0.143360775	0.41857562	0.048240544	0.032866243	0.123556763	0.201050825
TCGA-EB-A85I-01	0.162596883	0.046776127	0.031606064	0.251347675	0.06386775	0.05097676	0.0535913	0.033046143	0.128577613	0.1276788
TCGA-EB-A85J-01	0.0928359	0.047522913	0.034445691	0.220530625	0.0661502	0.3534606	0.049830911	0.026357229	0.132018963	0.19065705
TCGA-EB-A97M-01	0.136267267	0.04091759	0.075570964	0.247665275	0.1027965	0.0516565	0.044555958	0.027866014	0.121768563	0.038752875
TCGA-EE-A17X-06	0.139533867	0.050072367	0.04514696	0.25780345	0.057006075	0.06004586	0.0354576	0.029680971	0.140018788	0.17384655
TCGA-EE-A17Y-06	0.131912483	0.041216854	0.03762339	0.237538475	0.09164545	0.04503568	0.043946157	0.031464057	0.132183746	0.065390325
TCGA-EE-A17Z-06	0.075529717	0.047642027	0.044411545	0.23493635	0.059842525	0.05366464	0.048472478	0.0391329	0.143319513	0.04939805
TCGA-EE-A180-06	0.137378383	0.05046922	0.039110955	0.2479138	0.119632875	0.06188246	0.038779311	0.040721486	0.123576663	0.05184835
TCGA-EE-A181-06	0.106063967	0.045585233	0.038955073	0.211534225	0.060333775	0.2851384	0.062855456	0.033115214	0.137474625	0.1161555
TCGA-EE-A182-06	0.14836005	0.049865667	0.0854361	0.2578878	0.065669875	0.28871912	0.057316233	0.036401743	0.14139255	0.0986763
TCGA-EE-A183-06	0.147913633	0.03735484	0.053829873	0.2584898	0.060080725	0.06034642	0.056993823	0.029863171	0.12925245	0.114176725
TCGA-EE-A184-06	0.098696783	0.045792927	0.080416136	0.2635331	0.07737595	0.0616817	0.0447674	0.030353243	0.139182938	0.0421242
TCGA-EE-A185-06	0.08563475	0.049457891	0.076783927	0.10681515	0.071216	0.1414459	0.045260244	0.037779343	0.1383773	0.0523587
TCGA-EE-A20B-06	0.106442967	0.05327676	0.04428107	0.217715075	0.063731975	0.28969296	0.063134344	0.0311757	0.138641325	0.08188165
TCGA-EE-A20C-06	0.146338317	0.056040853	0.0531274	0.19153875	0.06323845	0.05744944	0.044878091	0.033686129	0.053455725	0.5390871
TCGA-EE-A20F-06	0.110344917	0.052875493	0.040716764	0.211352025	0.07739755	0.05343422	0.059435267	0.0318094	0.138050963	0.1643269
TCGA-EE-A20H-06	0.176379583	0.060315773	0.051857173	0.230294525	0.1453848	0.0487365	0.054407289	0.036991943	0.13469215	0.607914375
TCGA-EE-A20I-06	0.103240133	0.0475516	0.076715991	0.26162585	0.120126075	0.05101104	0.051838956	0.031897757	0.1441347	0.086942125
TCGA-EE-A29A-06	0.260295983	0.04926893	0.080348491	0.27256025	0.33201025	0.05909816	0.050173611	0.031817814	0.139223325	0.227294925
TCGA-EE-A29B-06	0.2245014	0.03835878	0.077436209	0.262935375	0.70096675	0.05751834	0.069219089	0.035633386	0.142954178	0.0386042
TCGA-EE-A29C-06	0.1247418	0.056788827	0.042034091	0.258881625	0.08605125	0.06083532	0.0593041	0.0329608	0.13717465	0.09103165
TCGA-EE-A29D-06	0.1601729	0.05782556	0.04275757	0.228180375	0.16430155	0.06146132	0.0471243	0.0359144	0.0564373	0.091564667
TCGA-EE-A29E-06	0.095650117	0.048413047	0.04200699	0.07530305	0.05350935	0.0617709	0.041936322	0.0292052	0.136946363	0.047099225
TCGA-EE-A29G-06	0.117484017	0.049338007	0.04701718	0.215927375	0.0564786	0.06743732	0.054491667	0.030533771	0.140614788	0.1777813
TCGA-EE-A29H-06	0.160756717	0.040598306	0.04195755	0.2498662	0.069758975	0.19964674	0.055279878	0.031048514	0.133635038	0.244694075
TCGA-EE-A29L-06	0.15348645	0.0579138	0.06549402	0.26881435	0.068789275	0.05302098	0.048443911	0.0381661	0.13924965	0.07171805
TCGA-EE-A29M-06	0.098711383	0.050757553	0.039994673	0.209994175	0.078434525	0.3299706	0.052625244	0.032948457	0.134026125	0.084926075
TCGA-EE-A29N-06	0.099906683	0.054480353	0.05386234	0.257552875	0.055614475	0.0575964	0.059181633	0.030821386	0.108993663	0.12242665
TCGA-EE-A29P-06	0.172373733	0.058393819	0.04897882	0.252729975	0.34621475	0.3530204	0.083454444	0.033644314	0.137887025	0.151129275
TCGA-EE-A29Q-06	0.1664021	0.04708352	0.072520509	0.234502025	0.078046325	0.19007214	0.038599344	0.034495257	0.1377011	0.17508055
TCGA-EE-A29R-06	0.106059033	0.057360607	0.042915918	0.1635995	0.0925986	0.14002964	0.0463422	0.033272986	0.139396875	0.090951667
TCGA-EE-A29S-06	0.177477333	0.049302093	0.073524818	0.2642088	0.074662375	0.05475776	0.045364722	0.032592786	0.139504088	0.099988675
TCGA-EE-A29T-06	0.102826617	0.05566432	0.080724945	0.265914675	0.10382025	0.40843152	0.056404678	0.030279186	0.127596288	0.14606955
TCGA-EE-A29V-06	0.118495883	0.04709466	0.049013809	0.264497	0.0790211	0.06582286	0.0533674	0.029300671	0.141453275	0.07254465
TCGA-EE-A29W-06	0.1877861	0.044189813	0.06343496	0.2166489	0.1208921	0.06141592	0.047497478	0.033809257	0.1417908	0.18320525
TCGA-EE-A29X-06	0.086471983	0.044128507	0.073838573	0.178673075	0.0477879	0.3641516	0.053858722	0.032428357	0.137553789	0.0772621
TCGA-EE-A2A0-06	0.114965833	0.059795367	0.052104827	0.239878825	0.077258	0.3755012	0.063771189	0.0359456	0.09246435	0.1468465
TCGA-EE-A2A1-06	0.09563995	0.053574987	0.075849773	0.261274425	0.0872307	0.06488232	0.0619173	0.033824714	0.133544425	0.1130359
TCGA-EE-A2A2-06	0.113011167	0.041515507	0.029040127	0.2597376	0.0596617	0.04677548	0.042829956	0.025837743	0.133874603	0.042648725
TCGA-EE-A2A5-06	0.115427917	0.050214507	0.0380353	0.25035865	0.078521775	0.05999426	0.055716733	0.031852243	0.137915138	0.2009823
TCGA-EE-A2A6-06	0.114012183	0.04334428	0.080091418	0.263187825	0.092307275	0.06595906	0.050929478	0.033482571	0.135325828	0.098210275
TCGA-EE-A2GB-06	0.103745917	0.047233107	0.040682991	0.2286381	0.058357775	0.04670688	0.041198789	0.033195214	0.13819275	0.060729725
TCGA-EE-A2GC-06	0.144339267	0.041691247	0.045706091	0.227562275	0.095861	0.06436166	0.053716111	0.032520943	0.1362925	0.148535325
TCGA-EE-A2GD-06	0.1436453	0.045902213	0.04533027	0.254165875	0.0723434	0.3994366	0.046615656	0.032317957	0.139030375	0.09595655
TCGA-EE-A2GE-06	0.080405517	0.050104488	0.049220773	0.21884665	0.059192225	0.05127308	0.051957892	0.030917143	0.136010365	0.2138245
TCGA-EE-A2GH-06	0.120649867	0.053940767	0.038476809	0.2302206	0.058792725	0.0596525	0.060521678	0.032563171	0.1291413	0.172156725
TCGA-EE-A2GI-06	0.11431215	0.051380633	0.078430509	0.1771613	0.097373	0.06189558	0.050720756	0.036355929	0.121265688	0.08337345
TCGA-EE-A2GJ-06	0.157330283	0.049412027	0.071821191	0.257057075	0.130725575	0.053641	0.052591722	0.040131686	0.137279563	0.06300605
TCGA-EE-A2GK-06	0.088639	0.05486758	0.047401873	0.25270235	0.058257775	0.4157108	0.068617856	0.036647671	0.130128463	0.153886325
TCGA-EE-A2GL-06	0.111521267	0.04722404	0.03712547	0.2478326	0.0831978	0.4044136	0.052876378	0.031110486	0.12836915	0.125576875
TCGA-EE-A2GM-06	0.124363017	0.055406873	0.044951436	0.26078465	0.090444625	0.16087858	0.063502444	0.0353071	0.1434983	0.060518875
TCGA-EE-A2GN-06	0.089646	0.048569553	0.048803455	0.18170265	0.0636069	0.05248408	0.051876222	0.031999414	0.135064738	0.0609899
TCGA-EE-A2GO-06	0.087945017	0.0522252	0.085786627	0.2416183	0.059443525	0.19326094	0.049869644	0.032394143	0.14297155	0.22787375
TCGA-EE-A2GP-06	0.06513545	0.049319767	0.04291311	0.15314635	0.0469591	0.05486986	0.042623022	0.032062743	0.1143928	0.0643808
TCGA-EE-A2GR-06	0.2023704	0.04872996	0.0351799	0.2605919	0.139949275	0.05331794	0.047769967	0.035497229	0.135016338	0.2300266
TCGA-EE-A2GS-06	0.0978892	0.04726578	0.0466265	0.137240375	0.064880825	0.4634664	0.057348222	0.031553786	0.139399813	0.060194667
TCGA-EE-A2GT-06	0.0852943	0.055801807	0.052250582	0.1829295	0.0579935	0.05830102	0.059642078	0.033020071	0.14110705	0.105803325
TCGA-EE-A2GU-06	0.175792083	0.04639026	0.041513382	0.26635245	0.111566775	0.309662	0.065089744	0.030324929	0.132598863	0.1936149
TCGA-EE-A2M5-06	0.132792333	0.055651093	0.035966764	0.244959775	0.052141525	0.05004594	0.0675351	0.035611457	0.140035288	0.064900325
TCGA-EE-A2M6-06	0.197895433	0.058990767	0.047950318	0.22619795	0.132494475	0.05647094	0.045506089	0.033352186	0.137766638	0.045310925
TCGA-EE-A2M7-06	0.1080641	0.051593107	0.042684545	0.22790255	0.0831592	0.0551292	0.052765022	0.035332243	0.1445082	0.102856125
TCGA-EE-A2M8-06	0.100490933	0.04747678	0.0494241	0.248265625	0.065130225	0.3666872	0.067841422	0.031302257	0.133964388	0.199912475
TCGA-EE-A2MC-06	0.0865304	0.048045353	0.044983855	0.215444525	0.0607476	0.05335324	0.052601133	0.032578129	0.138921713	0.086058
TCGA-EE-A2MD-06	0.126991117	0.047952313	0.03581723	0.249822775	0.076125675	0.05600684	0.051263578	0.030112714	0.081076263	0.093216875
TCGA-EE-A2ME-06	0.101820517	0.049967747	0.0477844	0.26587675	0.06871425	0.06055542	0.066910464	0.034914686	0.138387938	0.2058846
TCGA-EE-A2MF-06	0.171032017	0.046642053	0.0442798	0.1417582	0.049791725	0.1510437	0.048758944	0.034691543	0.144078375	0.16782405
TCGA-EE-A2MG-06	0.10562375	0.05290606	0.047578082	0.2177631	0.071395975	0.06061952	0.064548499	0.030208771	0.140861849	0.1055455
TCGA-EE-A2MH-06	0.118368717	0.049017627	0.074154455	0.18045675	0.057344375	0.04741814	0.057388167	0.031592914	0.136053913	0.16514445
TCGA-EE-A2MI-06	0.1570751	0.050063427	0.035087618	0.233344725	0.07322495	0.06053736	0.053986389	0.034004443	0.1353635	0.16992645
